sender_a,sender_b,n_a,n_b,p50_a_ms,p50_b_ms,hl_shift_a_minus_b_ms,p50_diff_a_minus_b_ms,p50_diff_ci_lo,p50_diff_ci_hi,p90_diff_a_minus_b_ms,p90_diff_ci_lo,p90_diff_ci_hi,mw_u,mw_p,mw_p_fdr,significant_fdr
astralane-quic-fra,helius-dual,1764,1845,61.009658,29.571341,26.522697999999995,31.438317,29.197239662500003,33.55285085,21.239830299999994,11.465502424999986,30.900585184999983,2393771.0,1.639701223965339e-132,1.865160142260573e-131,True
astralane-quic-fra,helius-fra,1764,294,61.009658,165.8274395,-57.492283,-104.8177815,-109.04713882499999,-100.29122501249999,-28.083218899999935,-52.78659099999996,-13.539649249999991,175740.0,8.085062996209514e-19,1.936159822776489e-18,True
astralane-quic-fra,nextblock-quic-fra,1764,898,61.009658,30.8829895,26.113728999999996,30.1266685,27.364194375000004,32.74879777500001,30.103220400000026,20.866515415000002,38.475741157499996,1140485.0,4.2716991620510625e-77,2.5914974916443112e-76,True
astralane-quic-fra,nozomi-fra,1764,1067,61.009658,73.383111,-7.8633975000000085,-12.373452999999998,-22.391622475000002,-5.700419612500005,-34.26215609999997,-45.68964286749996,-16.816241389999995,845887.0,6.263263258869231e-06,9.192854138017743e-06,True
astralane-quic-fra,syncro-fra,1764,272,61.009658,40.4776115,17.839260499999998,20.5320465,16.527366937500005,25.496962512499994,14.392313599999966,-17.156423200000006,71.29700430000001,323315.0,2.411572136938016e-20,5.931163904361066e-20,True
astralane-quic-fra,triton-fra,1764,3329,61.009658,80.249031,-10.644222999999998,-19.239373,-24.8688059125,-13.505845275,-17.029161499999987,-26.230481315000006,-8.773580224999993,2539597.0,1.9729777035678557e-15,4.488524275616872e-15,True
blockrazor,bloxroute-fra,310,212,166.167412,113.66261549999999,12.155437000000006,52.504796500000026,3.7906106125000094,76.14471286249999,-6.018589800000001,-28.788643419999875,10.497712099999973,36873.0,0.01774671587845387,0.022745790773792986,True
blockrazor,bloxroute-quic-fra,310,159,166.167412,165.528125,1.173388499999998,0.6392870000000244,-9.967956262499989,66.68515300000001,-5.620034300000015,-23.200324799999976,7.114996799999972,24940.0,0.8321406496003501,0.8703999898118604,False
blockrazor,helius-dual,310,1845,166.167412,29.571341,115.56582900000001,136.59607100000002,132.74843437500002,139.1831325,37.68760849999998,28.900513475000032,51.15530106499997,463345.0,1.5074335793696453e-68,8.573528482664856e-68,True
blockrazor,helius-fra,310,294,166.167412,165.8274395,0.30061650000000384,0.339972500000016,-4.774623437499976,4.939990137500011,-11.635440699999947,-35.17220656499978,4.272873310000197,45753.0,0.9321520156365353,0.946343069297893,False
blockrazor,nextblock-quic-fra,310,898,166.167412,30.8829895,108.3595315,135.2844225,131.1164715,138.3177236,46.550998600000014,38.656403100000006,59.66514891249998,227895.0,5.702051638304635e-63,2.882703883809565e-62,True
blockrazor,nozomi-fra,310,1067,166.167412,73.383111,35.0582675,92.78430100000001,82.30973300000001,99.50644481249999,-17.814377899999982,-28.787794979999944,1.1017970524999814,207394.0,9.350252154389476e-12,1.7364754001009028e-11,True
blockrazor,syncro-fra,310,272,166.167412,40.4776115,110.2947885,125.68980050000002,120.36123615,130.79479622499997,30.840091799999954,-1.0663745375000417,87.36434413249998,64815.0,4.4137220479484244e-29,1.4344596655832379e-28,True
blockrazor,triton-fra,310,3329,166.167412,80.249031,43.239537999999996,85.91838100000001,79.68977349999999,91.738316,-0.5813832999999988,-8.268852175000077,12.017215057499932,653506.0,7.719908697396226e-15,1.633748119681527e-14,True
bloxroute-fra,bloxroute-quic-fra,212,159,113.66261549999999,165.528125,-8.677055499999994,-51.8655095,-76.954368,25.642173,0.3985554999999863,-21.232195999999988,21.620915367499975,15241.0,0.11469470645007808,0.13916291049276142,False
bloxroute-fra,helius-dual,212,1845,113.66261549999999,29.571341,55.723167499999995,84.09127449999998,60.126964962500004,131.5486469875,43.70619829999998,29.865031000000016,66.76310900999995,288695.0,5.889368992514479e-30,2.0612791473800678e-29,True
bloxroute-fra,helius-fra,212,294,113.66261549999999,165.8274395,-10.3019095,-52.16482400000001,-75.52885167499998,-3.966572075000033,-5.616850899999946,-33.576453014999935,19.66049602750003,28004.0,0.051536102088891235,0.06337547689309597,False
bloxroute-fra,nextblock-quic-fra,212,898,113.66261549999999,30.8829895,53.216156999999995,82.77962599999998,58.74821458749999,130.5082112125,52.569588400000015,39.32950517750001,75.36264565500001,140999.0,1.0134015481991155e-27,3.0739846962039834e-27,True
bloxroute-fra,nozomi-fra,212,1067,113.66261549999999,73.383111,7.406897999999995,40.27950449999999,14.276665924999996,88.5329145,-11.795788099999982,-27.036733792499977,13.989402407500055,120373.0,0.138838633580108,0.16406575002283388,False
