leader_identity,leader_name,sender_name,land_count,n_triggers,land_rate
ETcW7iuVraMKLMJayNCCsr9bLvKrJPDczy1CMVMPmXTc,stakeware.xyz | ferric,astralane-quic-fra,1,24,0.0417
ETcW7iuVraMKLMJayNCCsr9bLvKrJPDczy1CMVMPmXTc,stakeware.xyz | ferric,nextblock-quic-fra,1,24,0.0417
Ee8dX3qtwrDRnxYK6NGQfmMeKT3Qpp2QZHpxiAiw23W9,StakeNode777,0slot-de1,8,24,0.3333
Ee8dX3qtwrDRnxYK6NGQfmMeKT3Qpp2QZHpxiAiw23W9,StakeNode777,triton-fra,6,24,0.25
Ee8dX3qtwrDRnxYK6NGQfmMeKT3Qpp2QZHpxiAiw23W9,StakeNode777,astralane-quic-fra,2,24,0.0833
Ee8dX3qtwrDRnxYK6NGQfmMeKT3Qpp2QZHpxiAiw23W9,StakeNode777,allenhark-quic-fra,1,24,0.0417
Ee8dX3qtwrDRnxYK6NGQfmMeKT3Qpp2QZHpxiAiw23W9,StakeNode777,astralane-fra,1,24,0.0417
Ee8dX3qtwrDRnxYK6NGQfmMeKT3Qpp2QZHpxiAiw23W9,StakeNode777,bloxroute-fra,1,24,0.0417
Ee8dX3qtwrDRnxYK6NGQfmMeKT3Qpp2QZHpxiAiw23W9,StakeNode777,helius-dual,1,24,0.0417
Ee8dX3qtwrDRnxYK6NGQfmMeKT3Qpp2QZHpxiAiw23W9,StakeNode777,nozomi-fra,1,24,0.0417
Ee8dX3qtwrDRnxYK6NGQfmMeKT3Qpp2QZHpxiAiw23W9,StakeNode777,syncro-fra,1,24,0.0417
GEM1N1UE3C8BB8EaaEPrcFvT3iLMVrurknjW5AYjUReR,Gemini,0slot-de1,11,24,0.4583
GEM1N1UE3C8BB8EaaEPrcFvT3iLMVrurknjW5AYjUReR,Gemini,triton-fra,9,24,0.375
GEM1N1UE3C8BB8EaaEPrcFvT3iLMVrurknjW5AYjUReR,Gemini,allenhark-quic-fra,1,24,0.0417
GEM1N1UE3C8BB8EaaEPrcFvT3iLMVrurknjW5AYjUReR,Gemini,helius-fra,1,24,0.0417
GEM1N1UE3C8BB8EaaEPrcFvT3iLMVrurknjW5AYjUReR,Gemini,nozomi-fra,1,24,0.0417
HM1KjNaXa4w8K4gCXbieoMh5gUTNeUhg9fvdXMKeBW3L,Hello Moon,astralane-fra,9,24,0.375
HM1KjNaXa4w8K4gCXbieoMh5gUTNeUhg9fvdXMKeBW3L,Hello Moon,astralane-quic-fra,7,24,0.2917
HM1KjNaXa4w8K4gCXbieoMh5gUTNeUhg9fvdXMKeBW3L,Hello Moon,0slot-de1,2,24,0.0833
HM1KjNaXa4w8K4gCXbieoMh5gUTNeUhg9fvdXMKeBW3L,Hello Moon,nozomi-fra,2,24,0.0833
HT41udB8mLZZf7tev9tUoHYJ41TP8GWZ6zFMbjiviXk5,Neumann,triton-fra,6,24,0.25
HT41udB8mLZZf7tev9tUoHYJ41TP8GWZ6zFMbjiviXk5,Neumann,0slot-de1,4,24,0.1667
HT41udB8mLZZf7tev9tUoHYJ41TP8GWZ6zFMbjiviXk5,Neumann,bloxroute-quic-fra,2,24,0.0833
HT41udB8mLZZf7tev9tUoHYJ41TP8GWZ6zFMbjiviXk5,Neumann,helius-dual,2,24,0.0833
HT41udB8mLZZf7tev9tUoHYJ41TP8GWZ6zFMbjiviXk5,Neumann,astralane-fra,1,24,0.0417
HT41udB8mLZZf7tev9tUoHYJ41TP8GWZ6zFMbjiviXk5,Neumann,blockrazor,1,24,0.0417
HT41udB8mLZZf7tev9tUoHYJ41TP8GWZ6zFMbjiviXk5,Neumann,bloxroute-fra,1,24,0.0417
HT41udB8mLZZf7tev9tUoHYJ41TP8GWZ6zFMbjiviXk5,Neumann,helius-fra,1,24,0.0417
HT41udB8mLZZf7tev9tUoHYJ41TP8GWZ6zFMbjiviXk5,Neumann,syncro-fra,1,24,0.0417
Pid6HQnMCFb9izqX9i7X6ePdUPieGmjHoPxC1Jfooix,Pine Stake,bloxroute-fra,8,24,0.3333
Pid6HQnMCFb9izqX9i7X6ePdUPieGmjHoPxC1Jfooix,Pine Stake,bloxroute-quic-fra,5,24,0.2083
Pid6HQnMCFb9izqX9i7X6ePdUPieGmjHoPxC1Jfooix,Pine Stake,allenhark-quic-fra,3,24,0.125
Pid6HQnMCFb9izqX9i7X6ePdUPieGmjHoPxC1Jfooix,Pine Stake,nozomi-fra,2,24,0.0833
Pid6HQnMCFb9izqX9i7X6ePdUPieGmjHoPxC1Jfooix,Pine Stake,astralane-quic-fra,1,24,0.0417
Pid6HQnMCFb9izqX9i7X6ePdUPieGmjHoPxC1Jfooix,Pine Stake,triton-fra,1,24,0.0417
RBFiUqjYuy4mupzZaU96ctXJBy23sRBRsL3KivDAsFM,RockawayX Infra,0slot-de1,13,24,0.5417
RBFiUqjYuy4mupzZaU96ctXJBy23sRBRsL3KivDAsFM,RockawayX Infra,triton-fra,5,24,0.2083
RBFiUqjYuy4mupzZaU96ctXJBy23sRBRsL3KivDAsFM,RockawayX Infra,astralane-fra,1,24,0.0417
RBFiUqjYuy4mupzZaU96ctXJBy23sRBRsL3KivDAsFM,RockawayX Infra,astralane-quic-fra,1,24,0.0417
RBFiUqjYuy4mupzZaU96ctXJBy23sRBRsL3KivDAsFM,RockawayX Infra,helius-dual,1,24,0.0417
RBFiUqjYuy4mupzZaU96ctXJBy23sRBRsL3KivDAsFM,RockawayX Infra,nozomi-fra,1,24,0.0417
RBFiUqjYuy4mupzZaU96ctXJBy23sRBRsL3KivDAsFM,RockawayX Infra,syncro-fra,1,24,0.0417
UNrgBLmc8JT6A3dxXY9DWeHvDezt2DZQbhg1KPQfqEL,Unruggable,0slot-de1,13,24,0.5417
UNrgBLmc8JT6A3dxXY9DWeHvDezt2DZQbhg1KPQfqEL,Unruggable,triton-fra,9,24,0.375
UNrgBLmc8JT6A3dxXY9DWeHvDezt2DZQbhg1KPQfqEL,Unruggable,allenhark-quic-ams,1,24,0.0417
UNrgBLmc8JT6A3dxXY9DWeHvDezt2DZQbhg1KPQfqEL,Unruggable,astralane-quic-fra,1,24,0.0417
bkpk9KVsDRfrArzzmkJ9mPEvbXfQxczzQYR3QMGiR8Z,Backpack,triton-fra,13,24,0.5417
bkpk9KVsDRfrArzzmkJ9mPEvbXfQxczzQYR3QMGiR8Z,Backpack,0slot-de1,6,24,0.25
bkpk9KVsDRfrArzzmkJ9mPEvbXfQxczzQYR3QMGiR8Z,Backpack,nozomi-fra,2,24,0.0833
bkpk9KVsDRfrArzzmkJ9mPEvbXfQxczzQYR3QMGiR8Z,Backpack,astralane-fra,1,24,0.0417
bkpk9KVsDRfrArzzmkJ9mPEvbXfQxczzQYR3QMGiR8Z,Backpack,helius-dual,1,24,0.0417
2mMGsb5uy1Q4Dvezr8HK2E8SJoChcb2X7b61tJPaVHHd,Chainflow,nextblock-quic-fra,2,21,0.0952
2mMGsb5uy1Q4Dvezr8HK2E8SJoChcb2X7b61tJPaVHHd,Chainflow,triton-fra,2,21,0.0952
2mMGsb5uy1Q4Dvezr8HK2E8SJoChcb2X7b61tJPaVHHd,Chainflow,astralane-fra,1,21,0.0476
2mMGsb5uy1Q4Dvezr8HK2E8SJoChcb2X7b61tJPaVHHd,Chainflow,astralane-quic-fra,1,21,0.0476
2mMGsb5uy1Q4Dvezr8HK2E8SJoChcb2X7b61tJPaVHHd,Chainflow,blockrazor,1,21,0.0476
2mMGsb5uy1Q4Dvezr8HK2E8SJoChcb2X7b61tJPaVHHd,Chainflow,nozomi-fra,1,21,0.0476
3YVoK8UN62dyiPZnGBzBTkGdwsVmmK1MpRoLcxNRs9BE,Calypso,0slot-de1,18,20,0.9
3YVoK8UN62dyiPZnGBzBTkGdwsVmmK1MpRoLcxNRs9BE,Calypso,astralane-fra,1,20,0.05
3s97yjq2MhoPVPC3U9VeE3Z5S643Pweovg88ysvrQPw5,Starke Finance,0slot-de1,16,20,0.8
3s97yjq2MhoPVPC3U9VeE3Z5S643Pweovg88ysvrQPw5,Starke Finance,triton-fra,2,20,0.1
4SNKY7GCp7ohY4AawND5Cc2D71sWMWN3Uifo854yvtks,,nextblock-quic-fra,6,20,0.3
4SNKY7GCp7ohY4AawND5Cc2D71sWMWN3Uifo854yvtks,,nozomi-fra,4,20,0.2
4SNKY7GCp7ohY4AawND5Cc2D71sWMWN3Uifo854yvtks,,triton-fra,3,20,0.15
4SNKY7GCp7ohY4AawND5Cc2D71sWMWN3Uifo854yvtks,,allenhark-quic-fra,2,20,0.1
4SNKY7GCp7ohY4AawND5Cc2D71sWMWN3Uifo854yvtks,,astralane-fra,2,20,0.1
5ivRNcK1yThcK3koZR1oikAfuNm6rj1LceMskayoVSzc,,astralane-fra,4,20,0.2
5ivRNcK1yThcK3koZR1oikAfuNm6rj1LceMskayoVSzc,,nextblock-quic-fra,4,20,0.2
5ivRNcK1yThcK3koZR1oikAfuNm6rj1LceMskayoVSzc,,helius-fra,2,20,0.1
5ivRNcK1yThcK3koZR1oikAfuNm6rj1LceMskayoVSzc,,nozomi-fra,2,20,0.1
5ivRNcK1yThcK3koZR1oikAfuNm6rj1LceMskayoVSzc,,0slot-de1,1,20,0.05
5ivRNcK1yThcK3koZR1oikAfuNm6rj1LceMskayoVSzc,,allenhark-quic-fra,1,20,0.05
5ivRNcK1yThcK3koZR1oikAfuNm6rj1LceMskayoVSzc,,helius-dual,1,20,0.05
5ivRNcK1yThcK3koZR1oikAfuNm6rj1LceMskayoVSzc,,triton-fra,1,20,0.05
7PpXQgDb9eCHN1Uudgi77Wm89cRz4T85YgDw83qvaJXd,Nodance 💃 00,0slot-de1,7,20,0.35
7PpXQgDb9eCHN1Uudgi77Wm89cRz4T85YgDw83qvaJXd,Nodance 💃 00,triton-fra,6,20,0.3
7PpXQgDb9eCHN1Uudgi77Wm89cRz4T85YgDw83qvaJXd,Nodance 💃 00,astralane-fra,3,20,0.15
7PpXQgDb9eCHN1Uudgi77Wm89cRz4T85YgDw83qvaJXd,Nodance 💃 00,astralane-quic-fra,3,20,0.15
7Zm1pE4FubFYZDyAQ5Labh3A4cxDcvve1s3WCRgEAZ84,7Zm1pE4FubFYZDyAQ5Labh3A4cxDcvve1s3WCRgEAZ84,helius-dual,15,20,0.75
7Zm1pE4FubFYZDyAQ5Labh3A4cxDcvve1s3WCRgEAZ84,7Zm1pE4FubFYZDyAQ5Labh3A4cxDcvve1s3WCRgEAZ84,0slot-de1,2,20,0.1
8yjHdsCgx3bp2zEwGiWSMgwpFaCSzfYAHT1vk7KJBqhN,JStaking: 0% fee · top returns,0slot-de1,9,20,0.45
8yjHdsCgx3bp2zEwGiWSMgwpFaCSzfYAHT1vk7KJBqhN,JStaking: 0% fee · top returns,triton-fra,7,20,0.35
8yjHdsCgx3bp2zEwGiWSMgwpFaCSzfYAHT1vk7KJBqhN,JStaking: 0% fee · top returns,astralane-fra,1,20,0.05
9GHvMeJ4ZWuAX6sDGscFL1TBMszx2EehnrcTVUy4MZJQ,,blockrazor,8,20,0.4
9GHvMeJ4ZWuAX6sDGscFL1TBMszx2EehnrcTVUy4MZJQ,,helius-fra,4,20,0.2
9GHvMeJ4ZWuAX6sDGscFL1TBMszx2EehnrcTVUy4MZJQ,,helius-dual,3,20,0.15
9GHvMeJ4ZWuAX6sDGscFL1TBMszx2EehnrcTVUy4MZJQ,,astralane-quic-fra,1,20,0.05
9GHvMeJ4ZWuAX6sDGscFL1TBMszx2EehnrcTVUy4MZJQ,,triton-fra,1,20,0.05
9Wmaz9VPpEnH67ZqrvYd9bcH66DtsGaEKcSQE1ac5wkf,LumLabs,0slot-de1,14,20,0.7
9Wmaz9VPpEnH67ZqrvYd9bcH66DtsGaEKcSQE1ac5wkf,LumLabs,bloxroute-quic-fra,2,20,0.1
9Wmaz9VPpEnH67ZqrvYd9bcH66DtsGaEKcSQE1ac5wkf,LumLabs,triton-fra,2,20,0.1
9iFPQbP1jGkj67sXg6YLLGRUBVEDMcapdS6jmCZSnz8R,,astralane-quic-fra,5,20,0.25
9iFPQbP1jGkj67sXg6YLLGRUBVEDMcapdS6jmCZSnz8R,,astralane-fra,4,20,0.2
9iFPQbP1jGkj67sXg6YLLGRUBVEDMcapdS6jmCZSnz8R,,0slot-de1,1,20,0.05
9iFPQbP1jGkj67sXg6YLLGRUBVEDMcapdS6jmCZSnz8R,,blockrazor,1,20,0.05
AHZxzLeRGRfNVFrCmP58iJgEwbcXyZeAkZ32CmbfEmYR,,nextblock-quic-fra,4,20,0.2
AHZxzLeRGRfNVFrCmP58iJgEwbcXyZeAkZ32CmbfEmYR,,triton-fra,4,20,0.2
AHZxzLeRGRfNVFrCmP58iJgEwbcXyZeAkZ32CmbfEmYR,,nozomi-fra,3,20,0.15
AHZxzLeRGRfNVFrCmP58iJgEwbcXyZeAkZ32CmbfEmYR,,0slot-de1,1,20,0.05
AHZxzLeRGRfNVFrCmP58iJgEwbcXyZeAkZ32CmbfEmYR,,blockrazor,1,20,0.05
AHZxzLeRGRfNVFrCmP58iJgEwbcXyZeAkZ32CmbfEmYR,,bloxroute-quic-fra,1,20,0.05
AoUwfPuiEek2thVRDhMP7HbQb9rguyab4rDiz2NAfwwA,,0slot-de1,5,20,0.25
AoUwfPuiEek2thVRDhMP7HbQb9rguyab4rDiz2NAfwwA,,blockrazor,3,20,0.15
AoUwfPuiEek2thVRDhMP7HbQb9rguyab4rDiz2NAfwwA,,nozomi-fra,3,20,0.15
AoUwfPuiEek2thVRDhMP7HbQb9rguyab4rDiz2NAfwwA,,helius-fra,2,20,0.1
AoUwfPuiEek2thVRDhMP7HbQb9rguyab4rDiz2NAfwwA,,astralane-fra,1,20,0.05
AoUwfPuiEek2thVRDhMP7HbQb9rguyab4rDiz2NAfwwA,,astralane-quic-fra,1,20,0.05
AoUwfPuiEek2thVRDhMP7HbQb9rguyab4rDiz2NAfwwA,,bloxroute-fra,1,20,0.05
AoUwfPuiEek2thVRDhMP7HbQb9rguyab4rDiz2NAfwwA,,helius-dual,1,20,0.05
AoUwfPuiEek2thVRDhMP7HbQb9rguyab4rDiz2NAfwwA,,nextblock-quic-fra,1,20,0.05
AoUwfPuiEek2thVRDhMP7HbQb9rguyab4rDiz2NAfwwA,,triton-fra,1,20,0.05
BTGPbq4KuFENn4CKuaKGqkaDd3TJD3TEgtMjSrsZnMLb,,0slot-de1,10,20,0.5
BTGPbq4KuFENn4CKuaKGqkaDd3TJD3TEgtMjSrsZnMLb,,triton-fra,5,20,0.25
BTGPbq4KuFENn4CKuaKGqkaDd3TJD3TEgtMjSrsZnMLb,,astralane-quic-fra,2,20,0.1
BTGPbq4KuFENn4CKuaKGqkaDd3TJD3TEgtMjSrsZnMLb,,astralane-fra,1,20,0.05
BTGPbq4KuFENn4CKuaKGqkaDd3TJD3TEgtMjSrsZnMLb,,nextblock-quic-fra,1,20,0.05
D2RV1q6FgePVVjrMa7AMzVbvvAeg5oS7TAV7qdNKSDsX,Validatore,helius-dual,7,20,0.35
D2RV1q6FgePVVjrMa7AMzVbvvAeg5oS7TAV7qdNKSDsX,Validatore,0slot-de1,4,20,0.2
D2RV1q6FgePVVjrMa7AMzVbvvAeg5oS7TAV7qdNKSDsX,Validatore,helius-fra,4,20,0.2
D2RV1q6FgePVVjrMa7AMzVbvvAeg5oS7TAV7qdNKSDsX,Validatore,nozomi-fra,2,20,0.1
E3mDbFMr8yZcCAZx5wPUFCRmLX31u8Nnj4jPoPc54h3F,MAVAN,0slot-de1,19,20,0.95
E3mDbFMr8yZcCAZx5wPUFCRmLX31u8Nnj4jPoPc54h3F,MAVAN,helius-fra,1,20,0.05
FyrwfMaomErzqrFUXMjCJ7mA4u81DsiDdrzC3MJD6d4j,1dad | Solfège,0slot-de1,9,20,0.45
FyrwfMaomErzqrFUXMjCJ7mA4u81DsiDdrzC3MJD6d4j,1dad | Solfège,triton-fra,7,20,0.35
FyrwfMaomErzqrFUXMjCJ7mA4u81DsiDdrzC3MJD6d4j,1dad | Solfège,bloxroute-fra,1,20,0.05
FyrwfMaomErzqrFUXMjCJ7mA4u81DsiDdrzC3MJD6d4j,1dad | Solfège,helius-fra,1,20,0.05
GREEDkgav1ox1jYyd9Anv6exLqKV2vYnxMw5prGwmNKc,GREED Academy - funding education,0slot-de1,12,20,0.6
GREEDkgav1ox1jYyd9Anv6exLqKV2vYnxMw5prGwmNKc,GREED Academy - funding education,triton-fra,6,20,0.3
HwN6eoEe9N3kwHi66hpQDBMFPk6ASQGthWKPX5MZmisp,Solya,0slot-de1,8,20,0.4
HwN6eoEe9N3kwHi66hpQDBMFPk6ASQGthWKPX5MZmisp,Solya,triton-fra,8,20,0.4
HwN6eoEe9N3kwHi66hpQDBMFPk6ASQGthWKPX5MZmisp,Solya,astralane-quic-fra,2,20,0.1
HwN6eoEe9N3kwHi66hpQDBMFPk6ASQGthWKPX5MZmisp,Solya,helius-dual,1,20,0.05
LeDbQ99QT342j9S5YdyXLrsq2Gu3T3dMGajExdAuE3V,Ledger by Chorus One,0slot-de1,17,20,0.85
LeDbQ99QT342j9S5YdyXLrsq2Gu3T3dMGajExdAuE3V,Ledger by Chorus One,astralane-fra,1,20,0.05
LeDbQ99QT342j9S5YdyXLrsq2Gu3T3dMGajExdAuE3V,Ledger by Chorus One,helius-dual,1,20,0.05
LeDbQ99QT342j9S5YdyXLrsq2Gu3T3dMGajExdAuE3V,Ledger by Chorus One,nozomi-fra,1,20,0.05
bcZxRSozXDb61a77rxL6n9yumsbatqC7RFmZ8Xi5K8V,,triton-fra,5,20,0.25
bcZxRSozXDb61a77rxL6n9yumsbatqC7RFmZ8Xi5K8V,,astralane-quic-fra,3,20,0.15
bcZxRSozXDb61a77rxL6n9yumsbatqC7RFmZ8Xi5K8V,,nozomi-fra,3,20,0.15
bcZxRSozXDb61a77rxL6n9yumsbatqC7RFmZ8Xi5K8V,,astralane-fra,2,20,0.1
bcZxRSozXDb61a77rxL6n9yumsbatqC7RFmZ8Xi5K8V,,helius-dual,1,20,0.05
bcZxRSozXDb61a77rxL6n9yumsbatqC7RFmZ8Xi5K8V,,helius-fra,1,20,0.05
bcZxRSozXDb61a77rxL6n9yumsbatqC7RFmZ8Xi5K8V,,nextblock-quic-fra,1,20,0.05
dxa6QFqLcByyHykLCAW5tv1VYNVQFV3v6oovM2h8inH,Fidelity Center for Applied Technology (FCAT®),triton-fra,10,20,0.5
dxa6QFqLcByyHykLCAW5tv1VYNVQFV3v6oovM2h8inH,Fidelity Center for Applied Technology (FCAT®),0slot-de1,6,20,0.3
dxa6QFqLcByyHykLCAW5tv1VYNVQFV3v6oovM2h8inH,Fidelity Center for Applied Technology (FCAT®),allenhark-quic-ams,1,20,0.05
dxa6QFqLcByyHykLCAW5tv1VYNVQFV3v6oovM2h8inH,Fidelity Center for Applied Technology (FCAT®),nozomi-fra,1,20,0.05
nSGZ3tv2UhskkPqiB666yDVj7PTi9qKgDqvjHyw5JgM,OranG3cluB,0slot-de1,9,20,0.45
nSGZ3tv2UhskkPqiB666yDVj7PTi9qKgDqvjHyw5JgM,OranG3cluB,triton-fra,9,20,0.45
nSGZ3tv2UhskkPqiB666yDVj7PTi9qKgDqvjHyw5JgM,OranG3cluB,astralane-fra,2,20,0.1
vALigXFg9wnnhVHN16vNxHxXtAXiBv5QjAE6udoniBY,Valigator Open,0slot-de1,10,20,0.5
vALigXFg9wnnhVHN16vNxHxXtAXiBv5QjAE6udoniBY,Valigator Open,triton-fra,4,20,0.2
vALigXFg9wnnhVHN16vNxHxXtAXiBv5QjAE6udoniBY,Valigator Open,astralane-quic-fra,3,20,0.15
vALigXFg9wnnhVHN16vNxHxXtAXiBv5QjAE6udoniBY,Valigator Open,syncro-fra,1,20,0.05
1ggyZGbYtEo1WrV1kmXfnvhPeSPxrYAXoDBeApnszLT,Iggyz,nozomi-fra,4,16,0.25
1ggyZGbYtEo1WrV1kmXfnvhPeSPxrYAXoDBeApnszLT,Iggyz,bloxroute-fra,2,16,0.125
1ggyZGbYtEo1WrV1kmXfnvhPeSPxrYAXoDBeApnszLT,Iggyz,helius-fra,2,16,0.125
1ggyZGbYtEo1WrV1kmXfnvhPeSPxrYAXoDBeApnszLT,Iggyz,0slot-de1,1,16,0.0625
1ggyZGbYtEo1WrV1kmXfnvhPeSPxrYAXoDBeApnszLT,Iggyz,astralane-fra,1,16,0.0625
1ggyZGbYtEo1WrV1kmXfnvhPeSPxrYAXoDBeApnszLT,Iggyz,astralane-quic-fra,1,16,0.0625
1ggyZGbYtEo1WrV1kmXfnvhPeSPxrYAXoDBeApnszLT,Iggyz,blockrazor,1,16,0.0625
1ggyZGbYtEo1WrV1kmXfnvhPeSPxrYAXoDBeApnszLT,Iggyz,helius-dual,1,16,0.0625
1ggyZGbYtEo1WrV1kmXfnvhPeSPxrYAXoDBeApnszLT,Iggyz,triton-fra,1,16,0.0625
2dxz129YxB1xtf7Mx6HUT5JspexArNNtQt84FYueWZV7,NeNa 🌻,0slot-de1,3,16,0.1875
2dxz129YxB1xtf7Mx6HUT5JspexArNNtQt84FYueWZV7,NeNa 🌻,nozomi-fra,3,16,0.1875
2dxz129YxB1xtf7Mx6HUT5JspexArNNtQt84FYueWZV7,NeNa 🌻,triton-fra,3,16,0.1875
2dxz129YxB1xtf7Mx6HUT5JspexArNNtQt84FYueWZV7,NeNa 🌻,bloxroute-quic-fra,2,16,0.125
2dxz129YxB1xtf7Mx6HUT5JspexArNNtQt84FYueWZV7,NeNa 🌻,helius-dual,2,16,0.125
2dxz129YxB1xtf7Mx6HUT5JspexArNNtQt84FYueWZV7,NeNa 🌻,astralane-fra,1,16,0.0625
2dxz129YxB1xtf7Mx6HUT5JspexArNNtQt84FYueWZV7,NeNa 🌻,astralane-quic-fra,1,16,0.0625
2t53LvZfskcpXkdwLaBnfZLbNgyVHPu2BNFpcRBaEBhM,Kevred,0slot-de1,5,16,0.3125
2t53LvZfskcpXkdwLaBnfZLbNgyVHPu2BNFpcRBaEBhM,Kevred,triton-fra,5,16,0.3125
2t53LvZfskcpXkdwLaBnfZLbNgyVHPu2BNFpcRBaEBhM,Kevred,astralane-quic-fra,2,16,0.125
2t53LvZfskcpXkdwLaBnfZLbNgyVHPu2BNFpcRBaEBhM,Kevred,allenhark-quic-fra,1,16,0.0625
2t53LvZfskcpXkdwLaBnfZLbNgyVHPu2BNFpcRBaEBhM,Kevred,astralane-fra,1,16,0.0625
2t53LvZfskcpXkdwLaBnfZLbNgyVHPu2BNFpcRBaEBhM,Kevred,syncro-fra,1,16,0.0625
2zykwzzo1pd3H2oSj5j5SRLTvmpa9Nr2S2Bh8tTVd5Tq,zim.one | 0️⃣0️⃣,0slot-de1,8,16,0.5
2zykwzzo1pd3H2oSj5j5SRLTvmpa9Nr2S2Bh8tTVd5Tq,zim.one | 0️⃣0️⃣,triton-fra,6,16,0.375
2zykwzzo1pd3H2oSj5j5SRLTvmpa9Nr2S2Bh8tTVd5Tq,zim.one | 0️⃣0️⃣,astralane-fra,1,16,0.0625
3tzpLMWRkWucvTRWU5PjgKzN1iwJuV69yCCjmuuo4gTk,TruFin by Twinstake,astralane-fra,6,16,0.375
3tzpLMWRkWucvTRWU5PjgKzN1iwJuV69yCCjmuuo4gTk,TruFin by Twinstake,astralane-quic-fra,4,16,0.25
3tzpLMWRkWucvTRWU5PjgKzN1iwJuV69yCCjmuuo4gTk,TruFin by Twinstake,nozomi-fra,2,16,0.125
43Am3PKFeo9cACpqYL5Sk95rpVdxLw3Mc22PqRqZXEW2,Titan Analytics,0slot-de1,3,16,0.1875
43Am3PKFeo9cACpqYL5Sk95rpVdxLw3Mc22PqRqZXEW2,Titan Analytics,astralane-fra,2,16,0.125
43Am3PKFeo9cACpqYL5Sk95rpVdxLw3Mc22PqRqZXEW2,Titan Analytics,triton-fra,2,16,0.125
43Am3PKFeo9cACpqYL5Sk95rpVdxLw3Mc22PqRqZXEW2,Titan Analytics,astralane-quic-fra,1,16,0.0625
43Am3PKFeo9cACpqYL5Sk95rpVdxLw3Mc22PqRqZXEW2,Titan Analytics,nozomi-fra,1,16,0.0625
4SsMncJdtKiUcDtukkX15mqei7WiuQ9yvRtQrQW4reWC,Quicknode,0slot-de1,9,16,0.5625
4SsMncJdtKiUcDtukkX15mqei7WiuQ9yvRtQrQW4reWC,Quicknode,triton-fra,4,16,0.25
4SsMncJdtKiUcDtukkX15mqei7WiuQ9yvRtQrQW4reWC,Quicknode,astralane-fra,1,16,0.0625
4vcmYPfLztUckU3c3FvXDwSq8aDNDqwEpvEiqAv97LGJ,,nextblock-quic-fra,12,16,0.75
4vcmYPfLztUckU3c3FvXDwSq8aDNDqwEpvEiqAv97LGJ,,nozomi-fra,3,16,0.1875
4vcmYPfLztUckU3c3FvXDwSq8aDNDqwEpvEiqAv97LGJ,,astralane-quic-fra,1,16,0.0625
57i31UEyDg4koaZMZ1wAHbYuezXv3AVaHtvJgJarxt3f,[Public Good] Chive 🌱 - 0% Fee + MEV + BlockReward,0slot-de1,8,16,0.5
57i31UEyDg4koaZMZ1wAHbYuezXv3AVaHtvJgJarxt3f,[Public Good] Chive 🌱 - 0% Fee + MEV + BlockReward,triton-fra,3,16,0.1875
57i31UEyDg4koaZMZ1wAHbYuezXv3AVaHtvJgJarxt3f,[Public Good] Chive 🌱 - 0% Fee + MEV + BlockReward,astralane-fra,1,16,0.0625
57i31UEyDg4koaZMZ1wAHbYuezXv3AVaHtvJgJarxt3f,[Public Good] Chive 🌱 - 0% Fee + MEV + BlockReward,astralane-quic-fra,1,16,0.0625
57i31UEyDg4koaZMZ1wAHbYuezXv3AVaHtvJgJarxt3f,[Public Good] Chive 🌱 - 0% Fee + MEV + BlockReward,blockrazor,1,16,0.0625
57i31UEyDg4koaZMZ1wAHbYuezXv3AVaHtvJgJarxt3f,[Public Good] Chive 🌱 - 0% Fee + MEV + BlockReward,helius-dual,1,16,0.0625
61QB1Evn9E3noQtpJm4auFYyHSXS5FPgqKtPgwJJfEQk,Pigs in Blankets,0slot-de1,7,16,0.4375
61QB1Evn9E3noQtpJm4auFYyHSXS5FPgqKtPgwJJfEQk,Pigs in Blankets,triton-fra,7,16,0.4375
61QB1Evn9E3noQtpJm4auFYyHSXS5FPgqKtPgwJJfEQk,Pigs in Blankets,allenhark-quic-fra,1,16,0.0625
61QB1Evn9E3noQtpJm4auFYyHSXS5FPgqKtPgwJJfEQk,Pigs in Blankets,astralane-fra,1,16,0.0625
8GLRbAstsabZuZUx73AoyfGi1FRCWSUhRgMugFyofEz7,Syncnode | 0% Fees  | Genesis Validator,0slot-de1,9,16,0.5625
8GLRbAstsabZuZUx73AoyfGi1FRCWSUhRgMugFyofEz7,Syncnode | 0% Fees  | Genesis Validator,triton-fra,5,16,0.3125
8GLRbAstsabZuZUx73AoyfGi1FRCWSUhRgMugFyofEz7,Syncnode | 0% Fees  | Genesis Validator,nozomi-fra,1,16,0.0625
8ebFZA8NPLBZD91CwsG1HWQsa2B5Ludgdyf5Hi3sYhhs,stake.systems,0slot-de1,10,16,0.625
8ebFZA8NPLBZD91CwsG1HWQsa2B5Ludgdyf5Hi3sYhhs,stake.systems,triton-fra,4,16,0.25
8ebFZA8NPLBZD91CwsG1HWQsa2B5Ludgdyf5Hi3sYhhs,stake.systems,astralane-fra,1,16,0.0625
8ebFZA8NPLBZD91CwsG1HWQsa2B5Ludgdyf5Hi3sYhhs,stake.systems,bloxroute-fra,1,16,0.0625
8nbE53mcKhy74HLiGZ1q5HRocwiCvgh49csSaHSdtukr,"Moutai Validator 🚀 Performant, Secure and NO Fees",nextblock-quic-fra,10,16,0.625
8nbE53mcKhy74HLiGZ1q5HRocwiCvgh49csSaHSdtukr,"Moutai Validator 🚀 Performant, Secure and NO Fees",nozomi-fra,3,16,0.1875
