leader_identity,leader_name,sender_name,land_count,n_triggers,land_rate
2m1A2WM1vte7RWz5xTTw4i1SiXmngVtXhqFERaUjoAAb,,nozomi-fra,2,96,0.0208
EUcJwf7jXskRE6NZBtFPVH2EedNvNYko8LL2WT62XctB,StakeBowl,0slot-de1,59,96,0.6146
EUcJwf7jXskRE6NZBtFPVH2EedNvNYko8LL2WT62XctB,StakeBowl,allenhark-quic-fra,6,96,0.0625
EUcJwf7jXskRE6NZBtFPVH2EedNvNYko8LL2WT62XctB,StakeBowl,astralane-fra,6,96,0.0625
EUcJwf7jXskRE6NZBtFPVH2EedNvNYko8LL2WT62XctB,StakeBowl,astralane-quic-fra,5,96,0.0521
EUcJwf7jXskRE6NZBtFPVH2EedNvNYko8LL2WT62XctB,StakeBowl,helius-dual,5,96,0.0521
EUcJwf7jXskRE6NZBtFPVH2EedNvNYko8LL2WT62XctB,StakeBowl,blockrazor,2,96,0.0208
EUcJwf7jXskRE6NZBtFPVH2EedNvNYko8LL2WT62XctB,StakeBowl,nextblock-quic-fra,2,96,0.0208
EUcJwf7jXskRE6NZBtFPVH2EedNvNYko8LL2WT62XctB,StakeBowl,nozomi-fra,2,96,0.0208
EUcJwf7jXskRE6NZBtFPVH2EedNvNYko8LL2WT62XctB,StakeBowl,bloxroute-fra,1,96,0.0104
EUcJwf7jXskRE6NZBtFPVH2EedNvNYko8LL2WT62XctB,StakeBowl,helius-fra,1,96,0.0104
EUcJwf7jXskRE6NZBtFPVH2EedNvNYko8LL2WT62XctB,StakeBowl,jito-multi,1,96,0.0104
FzQqaDStQQHs52YKeCnDovwSqvyZBCgs2kJcmvoFZwaS,,0slot-de1,39,92,0.4239
FzQqaDStQQHs52YKeCnDovwSqvyZBCgs2kJcmvoFZwaS,,triton-fra,29,92,0.3152
FzQqaDStQQHs52YKeCnDovwSqvyZBCgs2kJcmvoFZwaS,,astralane-fra,3,92,0.0326
FzQqaDStQQHs52YKeCnDovwSqvyZBCgs2kJcmvoFZwaS,,astralane-quic-fra,3,92,0.0326
FzQqaDStQQHs52YKeCnDovwSqvyZBCgs2kJcmvoFZwaS,,allenhark-quic-ams,2,92,0.0217
FzQqaDStQQHs52YKeCnDovwSqvyZBCgs2kJcmvoFZwaS,,helius-dual,2,92,0.0217
FzQqaDStQQHs52YKeCnDovwSqvyZBCgs2kJcmvoFZwaS,,nozomi-fra,2,92,0.0217
FzQqaDStQQHs52YKeCnDovwSqvyZBCgs2kJcmvoFZwaS,,bloxroute-fra,1,92,0.0109
FzQqaDStQQHs52YKeCnDovwSqvyZBCgs2kJcmvoFZwaS,,bloxroute-quic-fra,1,92,0.0109
FzQqaDStQQHs52YKeCnDovwSqvyZBCgs2kJcmvoFZwaS,,helius-fra,1,92,0.0109
G9vCpJUUSpEm4zPwzSNpDmZ8MGwLEbiSLV59EBzCGvzM,AP Node,0slot-de1,25,92,0.2717
G9vCpJUUSpEm4zPwzSNpDmZ8MGwLEbiSLV59EBzCGvzM,AP Node,triton-fra,16,92,0.1739
G9vCpJUUSpEm4zPwzSNpDmZ8MGwLEbiSLV59EBzCGvzM,AP Node,helius-dual,8,92,0.087
G9vCpJUUSpEm4zPwzSNpDmZ8MGwLEbiSLV59EBzCGvzM,AP Node,blockrazor,6,92,0.0652
G9vCpJUUSpEm4zPwzSNpDmZ8MGwLEbiSLV59EBzCGvzM,AP Node,bloxroute-quic-fra,5,92,0.0543
G9vCpJUUSpEm4zPwzSNpDmZ8MGwLEbiSLV59EBzCGvzM,AP Node,nozomi-fra,5,92,0.0543
G9vCpJUUSpEm4zPwzSNpDmZ8MGwLEbiSLV59EBzCGvzM,AP Node,bloxroute-fra,3,92,0.0326
G9vCpJUUSpEm4zPwzSNpDmZ8MGwLEbiSLV59EBzCGvzM,AP Node,helius-fra,3,92,0.0326
G9vCpJUUSpEm4zPwzSNpDmZ8MGwLEbiSLV59EBzCGvzM,AP Node,astralane-fra,2,92,0.0217
G9vCpJUUSpEm4zPwzSNpDmZ8MGwLEbiSLV59EBzCGvzM,AP Node,astralane-quic-fra,2,92,0.0217
G9vCpJUUSpEm4zPwzSNpDmZ8MGwLEbiSLV59EBzCGvzM,AP Node,allenhark-quic-ams,1,92,0.0109
G9vCpJUUSpEm4zPwzSNpDmZ8MGwLEbiSLV59EBzCGvzM,AP Node,allenhark-quic-fra,1,92,0.0109
G9vCpJUUSpEm4zPwzSNpDmZ8MGwLEbiSLV59EBzCGvzM,AP Node,syncro-fra,1,92,0.0109
pSoLoZx55zZz61gjxSTwHtwTg4yTwdm7ruBmyjbYgT2,,astralane-fra,33,91,0.3626
pSoLoZx55zZz61gjxSTwHtwTg4yTwdm7ruBmyjbYgT2,,astralane-quic-fra,24,91,0.2637
pSoLoZx55zZz61gjxSTwHtwTg4yTwdm7ruBmyjbYgT2,,nozomi-fra,15,91,0.1648
pSoLoZx55zZz61gjxSTwHtwTg4yTwdm7ruBmyjbYgT2,,0slot-de1,4,91,0.044
pSoLoZx55zZz61gjxSTwHtwTg4yTwdm7ruBmyjbYgT2,,triton-fra,2,91,0.022
pSoLoZx55zZz61gjxSTwHtwTg4yTwdm7ruBmyjbYgT2,,nextblock-quic-fra,1,91,0.011
pSoLoZx55zZz61gjxSTwHtwTg4yTwdm7ruBmyjbYgT2,,syncro-fra,1,91,0.011
privaEdSEmnMPGPoQACUkcDGkFBbTArVvsEGd7C5wUM,,astralane-fra,24,81,0.2963
privaEdSEmnMPGPoQACUkcDGkFBbTArVvsEGd7C5wUM,,astralane-quic-fra,24,81,0.2963
privaEdSEmnMPGPoQACUkcDGkFBbTArVvsEGd7C5wUM,,0slot-de1,8,81,0.0988
privaEdSEmnMPGPoQACUkcDGkFBbTArVvsEGd7C5wUM,,triton-fra,3,81,0.037
8tjFeSApQ85ThoQXT28acfF2KUfQr3TvTdirSkzNnYC7,,helius-dual,55,80,0.6875
8tjFeSApQ85ThoQXT28acfF2KUfQr3TvTdirSkzNnYC7,,0slot-de1,17,80,0.2125
8tjFeSApQ85ThoQXT28acfF2KUfQr3TvTdirSkzNnYC7,,triton-fra,2,80,0.025
8tjFeSApQ85ThoQXT28acfF2KUfQr3TvTdirSkzNnYC7,,bloxroute-quic-fra,1,80,0.0125
8uJiHDJ1b7UDQ4KFsQGJXK9nUCkokdKRJymg1Wy9nxvM,Alpha,triton-fra,36,80,0.45
8uJiHDJ1b7UDQ4KFsQGJXK9nUCkokdKRJymg1Wy9nxvM,Alpha,0slot-de1,21,80,0.2625
8uJiHDJ1b7UDQ4KFsQGJXK9nUCkokdKRJymg1Wy9nxvM,Alpha,astralane-quic-fra,8,80,0.1
8uJiHDJ1b7UDQ4KFsQGJXK9nUCkokdKRJymg1Wy9nxvM,Alpha,astralane-fra,3,80,0.0375
8uJiHDJ1b7UDQ4KFsQGJXK9nUCkokdKRJymg1Wy9nxvM,Alpha,allenhark-quic-ams,1,80,0.0125
8uJiHDJ1b7UDQ4KFsQGJXK9nUCkokdKRJymg1Wy9nxvM,Alpha,allenhark-quic-fra,1,80,0.0125
8uJiHDJ1b7UDQ4KFsQGJXK9nUCkokdKRJymg1Wy9nxvM,Alpha,blockrazor,1,80,0.0125
8uJiHDJ1b7UDQ4KFsQGJXK9nUCkokdKRJymg1Wy9nxvM,Alpha,bloxroute-quic-fra,1,80,0.0125
8uJiHDJ1b7UDQ4KFsQGJXK9nUCkokdKRJymg1Wy9nxvM,Alpha,helius-dual,1,80,0.0125
8uJiHDJ1b7UDQ4KFsQGJXK9nUCkokdKRJymg1Wy9nxvM,Alpha,helius-fra,1,80,0.0125
8uJiHDJ1b7UDQ4KFsQGJXK9nUCkokdKRJymg1Wy9nxvM,Alpha,nextblock-quic-fra,1,80,0.0125
8uJiHDJ1b7UDQ4KFsQGJXK9nUCkokdKRJymg1Wy9nxvM,Alpha,nozomi-fra,1,80,0.0125
8uJiHDJ1b7UDQ4KFsQGJXK9nUCkokdKRJymg1Wy9nxvM,Alpha,syncro-fra,1,80,0.0125
CMPSSdrTnRQBiBGTyFpdCc3VMNuLWYWaSkE8Zh5z6gbd,Solana Compass 🧭 Solana For The People,0slot-de1,30,80,0.375
CMPSSdrTnRQBiBGTyFpdCc3VMNuLWYWaSkE8Zh5z6gbd,Solana Compass 🧭 Solana For The People,triton-fra,17,80,0.2125
CMPSSdrTnRQBiBGTyFpdCc3VMNuLWYWaSkE8Zh5z6gbd,Solana Compass 🧭 Solana For The People,helius-dual,8,80,0.1
CMPSSdrTnRQBiBGTyFpdCc3VMNuLWYWaSkE8Zh5z6gbd,Solana Compass 🧭 Solana For The People,helius-fra,6,80,0.075
CMPSSdrTnRQBiBGTyFpdCc3VMNuLWYWaSkE8Zh5z6gbd,Solana Compass 🧭 Solana For The People,blockrazor,3,80,0.0375
CMPSSdrTnRQBiBGTyFpdCc3VMNuLWYWaSkE8Zh5z6gbd,Solana Compass 🧭 Solana For The People,astralane-quic-fra,2,80,0.025
CMPSSdrTnRQBiBGTyFpdCc3VMNuLWYWaSkE8Zh5z6gbd,Solana Compass 🧭 Solana For The People,bloxroute-fra,2,80,0.025
CMPSSdrTnRQBiBGTyFpdCc3VMNuLWYWaSkE8Zh5z6gbd,Solana Compass 🧭 Solana For The People,bloxroute-quic-fra,1,80,0.0125
CMPSSdrTnRQBiBGTyFpdCc3VMNuLWYWaSkE8Zh5z6gbd,Solana Compass 🧭 Solana For The People,nozomi-fra,1,80,0.0125
CMPSSdrTnRQBiBGTyFpdCc3VMNuLWYWaSkE8Zh5z6gbd,Solana Compass 🧭 Solana For The People,syncro-fra,1,80,0.0125
ChorusmmK7i1AxXeiTtQgQZhQNiXYU84ULeaYF1EH15n,Bitwise Onchain Solutions 02,0slot-de1,58,80,0.725
ChorusmmK7i1AxXeiTtQgQZhQNiXYU84ULeaYF1EH15n,Bitwise Onchain Solutions 02,astralane-fra,4,80,0.05
ChorusmmK7i1AxXeiTtQgQZhQNiXYU84ULeaYF1EH15n,Bitwise Onchain Solutions 02,astralane-quic-fra,4,80,0.05
ChorusmmK7i1AxXeiTtQgQZhQNiXYU84ULeaYF1EH15n,Bitwise Onchain Solutions 02,helius-dual,1,80,0.0125
DNVZMSqeRH18Xa4MCTrb1MndNf3Npg4MEwqswo23eWkf,Firedancer Development,nextblock-quic-fra,34,80,0.425
DNVZMSqeRH18Xa4MCTrb1MndNf3Npg4MEwqswo23eWkf,Firedancer Development,triton-fra,11,80,0.1375
DNVZMSqeRH18Xa4MCTrb1MndNf3Npg4MEwqswo23eWkf,Firedancer Development,astralane-fra,7,80,0.0875
DNVZMSqeRH18Xa4MCTrb1MndNf3Npg4MEwqswo23eWkf,Firedancer Development,nozomi-fra,6,80,0.075
DNVZMSqeRH18Xa4MCTrb1MndNf3Npg4MEwqswo23eWkf,Firedancer Development,0slot-de1,5,80,0.0625
DNVZMSqeRH18Xa4MCTrb1MndNf3Npg4MEwqswo23eWkf,Firedancer Development,allenhark-quic-fra,3,80,0.0375
DNVZMSqeRH18Xa4MCTrb1MndNf3Npg4MEwqswo23eWkf,Firedancer Development,astralane-quic-fra,3,80,0.0375
DNVZMSqeRH18Xa4MCTrb1MndNf3Npg4MEwqswo23eWkf,Firedancer Development,bloxroute-quic-fra,1,80,0.0125
EXckihF3qmguH5znjhfzLvHsbk2E3nEW2DqNh4MMnDMm,,nozomi-fra,23,80,0.2875
EXckihF3qmguH5znjhfzLvHsbk2E3nEW2DqNh4MMnDMm,,0slot-de1,10,80,0.125
EXckihF3qmguH5znjhfzLvHsbk2E3nEW2DqNh4MMnDMm,,astralane-quic-fra,10,80,0.125
EXckihF3qmguH5znjhfzLvHsbk2E3nEW2DqNh4MMnDMm,,astralane-fra,6,80,0.075
EXckihF3qmguH5znjhfzLvHsbk2E3nEW2DqNh4MMnDMm,,triton-fra,6,80,0.075
EXckihF3qmguH5znjhfzLvHsbk2E3nEW2DqNh4MMnDMm,,bloxroute-quic-fra,5,80,0.0625
EXckihF3qmguH5znjhfzLvHsbk2E3nEW2DqNh4MMnDMm,,bloxroute-fra,2,80,0.025
EXckihF3qmguH5znjhfzLvHsbk2E3nEW2DqNh4MMnDMm,,allenhark-quic-fra,1,80,0.0125
EXckihF3qmguH5znjhfzLvHsbk2E3nEW2DqNh4MMnDMm,,helius-dual,1,80,0.0125
EXckihF3qmguH5znjhfzLvHsbk2E3nEW2DqNh4MMnDMm,,nextblock-quic-fra,1,80,0.0125
FBbqKvwLfKGZrKrfSbPJz4ymQ7zMarhRyZtu1RBkSe89,,nextblock-quic-fra,23,77,0.2987
FBbqKvwLfKGZrKrfSbPJz4ymQ7zMarhRyZtu1RBkSe89,,triton-fra,12,77,0.1558
FBbqKvwLfKGZrKrfSbPJz4ymQ7zMarhRyZtu1RBkSe89,,nozomi-fra,11,77,0.1429
FBbqKvwLfKGZrKrfSbPJz4ymQ7zMarhRyZtu1RBkSe89,,0slot-de1,3,77,0.039
FBbqKvwLfKGZrKrfSbPJz4ymQ7zMarhRyZtu1RBkSe89,,allenhark-quic-fra,3,77,0.039
FBbqKvwLfKGZrKrfSbPJz4ymQ7zMarhRyZtu1RBkSe89,,helius-fra,3,77,0.039
FBbqKvwLfKGZrKrfSbPJz4ymQ7zMarhRyZtu1RBkSe89,,astralane-fra,2,77,0.026
FBbqKvwLfKGZrKrfSbPJz4ymQ7zMarhRyZtu1RBkSe89,,astralane-quic-fra,2,77,0.026
FBbqKvwLfKGZrKrfSbPJz4ymQ7zMarhRyZtu1RBkSe89,,blockrazor,1,77,0.013
FBbqKvwLfKGZrKrfSbPJz4ymQ7zMarhRyZtu1RBkSe89,,bloxroute-quic-fra,1,77,0.013
C1ocKDYMCm2ooWptMMnpd5VEB2Nx4UMJgRuYofysyzcA,Overclock,0slot-de1,36,76,0.4737
C1ocKDYMCm2ooWptMMnpd5VEB2Nx4UMJgRuYofysyzcA,Overclock,triton-fra,29,76,0.3816
C1ocKDYMCm2ooWptMMnpd5VEB2Nx4UMJgRuYofysyzcA,Overclock,astralane-quic-fra,2,76,0.0263
C1ocKDYMCm2ooWptMMnpd5VEB2Nx4UMJgRuYofysyzcA,Overclock,astralane-fra,1,76,0.0132
C1ocKDYMCm2ooWptMMnpd5VEB2Nx4UMJgRuYofysyzcA,Overclock,blockrazor,1,76,0.0132
C1ocKDYMCm2ooWptMMnpd5VEB2Nx4UMJgRuYofysyzcA,Overclock,bloxroute-fra,1,76,0.0132
C1ocKDYMCm2ooWptMMnpd5VEB2Nx4UMJgRuYofysyzcA,Overclock,bloxroute-quic-fra,1,76,0.0132
C1ocKDYMCm2ooWptMMnpd5VEB2Nx4UMJgRuYofysyzcA,Overclock,helius-dual,1,76,0.0132
C1ocKDYMCm2ooWptMMnpd5VEB2Nx4UMJgRuYofysyzcA,Overclock,nextblock-quic-fra,1,76,0.0132
C1ocKDYMCm2ooWptMMnpd5VEB2Nx4UMJgRuYofysyzcA,Overclock,nozomi-fra,1,76,0.0132
C1ocKDYMCm2ooWptMMnpd5VEB2Nx4UMJgRuYofysyzcA,Overclock,syncro-fra,1,76,0.0132
CG4tRANBKrzUmpv93V5sgftjQznBdiJsc2yPCzZWWuS9,Bybit Staking,0slot-de1,46,76,0.6053
CG4tRANBKrzUmpv93V5sgftjQznBdiJsc2yPCzZWWuS9,Bybit Staking,nozomi-fra,6,76,0.0789
CG4tRANBKrzUmpv93V5sgftjQznBdiJsc2yPCzZWWuS9,Bybit Staking,astralane-fra,5,76,0.0658
CG4tRANBKrzUmpv93V5sgftjQznBdiJsc2yPCzZWWuS9,Bybit Staking,astralane-quic-fra,4,76,0.0526
CG4tRANBKrzUmpv93V5sgftjQznBdiJsc2yPCzZWWuS9,Bybit Staking,nextblock-quic-fra,3,76,0.0395
CG4tRANBKrzUmpv93V5sgftjQznBdiJsc2yPCzZWWuS9,Bybit Staking,helius-dual,2,76,0.0263
CG4tRANBKrzUmpv93V5sgftjQznBdiJsc2yPCzZWWuS9,Bybit Staking,triton-fra,2,76,0.0263
CG4tRANBKrzUmpv93V5sgftjQznBdiJsc2yPCzZWWuS9,Bybit Staking,blockrazor,1,76,0.0132
CG4tRANBKrzUmpv93V5sgftjQznBdiJsc2yPCzZWWuS9,Bybit Staking,bloxroute-quic-fra,1,76,0.0132
6aDs9tUm2gErcPn2c1TZnp5cu2bQV9BzyuwW4baWQYd4,Coinbase 05,triton-fra,37,72,0.5139
6aDs9tUm2gErcPn2c1TZnp5cu2bQV9BzyuwW4baWQYd4,Coinbase 05,0slot-de1,28,72,0.3889
6aDs9tUm2gErcPn2c1TZnp5cu2bQV9BzyuwW4baWQYd4,Coinbase 05,astralane-fra,2,72,0.0278
6aDs9tUm2gErcPn2c1TZnp5cu2bQV9BzyuwW4baWQYd4,Coinbase 05,astralane-quic-fra,2,72,0.0278
6aDs9tUm2gErcPn2c1TZnp5cu2bQV9BzyuwW4baWQYd4,Coinbase 05,nozomi-fra,1,72,0.0139
722RdWmHC5TGXBjTejzNjbc8xEiduVDLqZvoUGz6Xzbp,Solflare,0slot-de1,39,72,0.5417
722RdWmHC5TGXBjTejzNjbc8xEiduVDLqZvoUGz6Xzbp,Solflare,triton-fra,23,72,0.3194
722RdWmHC5TGXBjTejzNjbc8xEiduVDLqZvoUGz6Xzbp,Solflare,astralane-fra,3,72,0.0417
722RdWmHC5TGXBjTejzNjbc8xEiduVDLqZvoUGz6Xzbp,Solflare,astralane-quic-fra,2,72,0.0278
722RdWmHC5TGXBjTejzNjbc8xEiduVDLqZvoUGz6Xzbp,Solflare,nozomi-fra,1,72,0.0139
6TkKqq15wXjqEjNg9zqTKADwuVATR9dW3rkNnsYme1ea,melea 🚀 SOL 🤑2K,triton-fra,28,68,0.4118
6TkKqq15wXjqEjNg9zqTKADwuVATR9dW3rkNnsYme1ea,melea 🚀 SOL 🤑2K,0slot-de1,27,68,0.3971
6TkKqq15wXjqEjNg9zqTKADwuVATR9dW3rkNnsYme1ea,melea 🚀 SOL 🤑2K,helius-dual,2,68,0.0294
6TkKqq15wXjqEjNg9zqTKADwuVATR9dW3rkNnsYme1ea,melea 🚀 SOL 🤑2K,astralane-quic-fra,1,68,0.0147
6TkKqq15wXjqEjNg9zqTKADwuVATR9dW3rkNnsYme1ea,melea 🚀 SOL 🤑2K,nextblock-quic-fra,1,68,0.0147
6TkKqq15wXjqEjNg9zqTKADwuVATR9dW3rkNnsYme1ea,melea 🚀 SOL 🤑2K,nozomi-fra,1,68,0.0147
CW9C7HBwAMgqNdXkNgFg9Ujr3edR2Ab9ymEuQnVacd1A,Coinbase 02,astralane-fra,17,64,0.2656
CW9C7HBwAMgqNdXkNgFg9Ujr3edR2Ab9ymEuQnVacd1A,Coinbase 02,astralane-quic-fra,13,64,0.2031
CW9C7HBwAMgqNdXkNgFg9Ujr3edR2Ab9ymEuQnVacd1A,Coinbase 02,nozomi-fra,11,64,0.1719
CW9C7HBwAMgqNdXkNgFg9Ujr3edR2Ab9ymEuQnVacd1A,Coinbase 02,nextblock-quic-fra,3,64,0.0469
CW9C7HBwAMgqNdXkNgFg9Ujr3edR2Ab9ymEuQnVacd1A,Coinbase 02,0slot-de1,2,64,0.0312
CW9C7HBwAMgqNdXkNgFg9Ujr3edR2Ab9ymEuQnVacd1A,Coinbase 02,helius-dual,1,64,0.0156
FWwwP9tNttSy9dJFxwf6ebXWfc6VJXqFNMTccrMiLFTH,Quatro,triton-fra,27,64,0.4219
FWwwP9tNttSy9dJFxwf6ebXWfc6VJXqFNMTccrMiLFTH,Quatro,0slot-de1,18,64,0.2812
FWwwP9tNttSy9dJFxwf6ebXWfc6VJXqFNMTccrMiLFTH,Quatro,astralane-quic-fra,8,64,0.125
FWwwP9tNttSy9dJFxwf6ebXWfc6VJXqFNMTccrMiLFTH,Quatro,astralane-fra,5,64,0.0781
FWwwP9tNttSy9dJFxwf6ebXWfc6VJXqFNMTccrMiLFTH,Quatro,helius-dual,2,64,0.0312
FWwwP9tNttSy9dJFxwf6ebXWfc6VJXqFNMTccrMiLFTH,Quatro,nextblock-quic-fra,1,64,0.0156
G3a3iYZKNLbivothF3twqcaTCEvoPb9uJ2bFc9DNKkBQ,,triton-fra,28,64,0.4375
G3a3iYZKNLbivothF3twqcaTCEvoPb9uJ2bFc9DNKkBQ,,0slot-de1,24,64,0.375
G3a3iYZKNLbivothF3twqcaTCEvoPb9uJ2bFc9DNKkBQ,,astralane-quic-fra,3,64,0.0469
G3a3iYZKNLbivothF3twqcaTCEvoPb9uJ2bFc9DNKkBQ,,astralane-fra,2,64,0.0312
G3a3iYZKNLbivothF3twqcaTCEvoPb9uJ2bFc9DNKkBQ,,allenhark-quic-fra,1,64,0.0156
G3a3iYZKNLbivothF3twqcaTCEvoPb9uJ2bFc9DNKkBQ,,helius-dual,1,64,0.0156
G3a3iYZKNLbivothF3twqcaTCEvoPb9uJ2bFc9DNKkBQ,,helius-fra,1,64,0.0156
G3a3iYZKNLbivothF3twqcaTCEvoPb9uJ2bFc9DNKkBQ,,nozomi-fra,1,64,0.0156
HbidP4hpQdwhkzrxder3x3VNPt6DQnE25gFG46napD2p,,0slot-de1,41,64,0.6406
HbidP4hpQdwhkzrxder3x3VNPt6DQnE25gFG46napD2p,,triton-fra,15,64,0.2344
HbidP4hpQdwhkzrxder3x3VNPt6DQnE25gFG46napD2p,,astralane-fra,2,64,0.0312
HbidP4hpQdwhkzrxder3x3VNPt6DQnE25gFG46napD2p,,astralane-quic-fra,2,64,0.0312
HbidP4hpQdwhkzrxder3x3VNPt6DQnE25gFG46napD2p,,nozomi-fra,1,64,0.0156
GmCxjmjKZoaKN1DKunbYq8RCYib94Nm3sHyncFfofaF5,Rocket,triton-fra,34,63,0.5397
GmCxjmjKZoaKN1DKunbYq8RCYib94Nm3sHyncFfofaF5,Rocket,0slot-de1,16,63,0.254
GmCxjmjKZoaKN1DKunbYq8RCYib94Nm3sHyncFfofaF5,Rocket,astralane-quic-fra,4,63,0.0635
GmCxjmjKZoaKN1DKunbYq8RCYib94Nm3sHyncFfofaF5,Rocket,astralane-fra,3,63,0.0476
Ha1iade1AH3B12K9SccfWoPdFtQKKQsj2ZyWwxcjqJJU,Ha1iad3,0slot-de1,16,60,0.2667
Ha1iade1AH3B12K9SccfWoPdFtQKKQsj2ZyWwxcjqJJU,Ha1iad3,nozomi-fra,11,60,0.1833
Ha1iade1AH3B12K9SccfWoPdFtQKKQsj2ZyWwxcjqJJU,Ha1iad3,blockrazor,9,60,0.15
Ha1iade1AH3B12K9SccfWoPdFtQKKQsj2ZyWwxcjqJJU,Ha1iad3,bloxroute-quic-fra,4,60,0.0667
Ha1iade1AH3B12K9SccfWoPdFtQKKQsj2ZyWwxcjqJJU,Ha1iad3,helius-dual,3,60,0.05
Ha1iade1AH3B12K9SccfWoPdFtQKKQsj2ZyWwxcjqJJU,Ha1iad3,triton-fra,3,60,0.05
Ha1iade1AH3B12K9SccfWoPdFtQKKQsj2ZyWwxcjqJJU,Ha1iad3,astralane-fra,2,60,0.0333
Ha1iade1AH3B12K9SccfWoPdFtQKKQsj2ZyWwxcjqJJU,Ha1iad3,bloxroute-fra,2,60,0.0333
Ha1iade1AH3B12K9SccfWoPdFtQKKQsj2ZyWwxcjqJJU,Ha1iad3,helius-fra,2,60,0.0333
Ha1iade1AH3B12K9SccfWoPdFtQKKQsj2ZyWwxcjqJJU,Ha1iad3,astralane-quic-fra,1,60,0.0167
6yFGGAgYpBxgYPuHW4rv7hJmhKrUiXKyHkpVGaYtKrwE,Watchtower,0slot-de1,13,58,0.2241
6yFGGAgYpBxgYPuHW4rv7hJmhKrUiXKyHkpVGaYtKrwE,Watchtower,triton-fra,8,58,0.1379
6yFGGAgYpBxgYPuHW4rv7hJmhKrUiXKyHkpVGaYtKrwE,Watchtower,astralane-fra,7,58,0.1207
6yFGGAgYpBxgYPuHW4rv7hJmhKrUiXKyHkpVGaYtKrwE,Watchtower,astralane-quic-fra,4,58,0.069
6yFGGAgYpBxgYPuHW4rv7hJmhKrUiXKyHkpVGaYtKrwE,Watchtower,nozomi-fra,4,58,0.069
6yFGGAgYpBxgYPuHW4rv7hJmhKrUiXKyHkpVGaYtKrwE,Watchtower,blockrazor,2,58,0.0345
6yFGGAgYpBxgYPuHW4rv7hJmhKrUiXKyHkpVGaYtKrwE,Watchtower,helius-fra,1,58,0.0172
6yFGGAgYpBxgYPuHW4rv7hJmhKrUiXKyHkpVGaYtKrwE,Watchtower,nextblock-quic-fra,1,58,0.0172
A9mvukTd77EbRoBX4ydSCFQHdu5bsRFkNXTTRstA8FAC,,0slot-de1,44,56,0.7857
A9mvukTd77EbRoBX4ydSCFQHdu5bsRFkNXTTRstA8FAC,,astralane-fra,4,56,0.0714
A9mvukTd77EbRoBX4ydSCFQHdu5bsRFkNXTTRstA8FAC,,triton-fra,3,56,0.0536
A9mvukTd77EbRoBX4ydSCFQHdu5bsRFkNXTTRstA8FAC,,astralane-quic-fra,1,56,0.0179
A9mvukTd77EbRoBX4ydSCFQHdu5bsRFkNXTTRstA8FAC,,bloxroute-fra,1,56,0.0179
AicQr2zCWBLiBwt2r6o7iTemmtyE7q5pTKyuuupbXEQA,,astralane-fra,18,56,0.3214
AicQr2zCWBLiBwt2r6o7iTemmtyE7q5pTKyuuupbXEQA,,astralane-quic-fra,13,56,0.2321
AicQr2zCWBLiBwt2r6o7iTemmtyE7q5pTKyuuupbXEQA,,nozomi-fra,9,56,0.1607
AicQr2zCWBLiBwt2r6o7iTemmtyE7q5pTKyuuupbXEQA,,0slot-de1,4,56,0.0714
AicQr2zCWBLiBwt2r6o7iTemmtyE7q5pTKyuuupbXEQA,,triton-fra,4,56,0.0714
DTSUkYHd2e9P2HLyZfbLarsbDdPhQUhZnWjRYuJZQRC8,Temporal Emerald,astralane-fra,23,56,0.4107
DTSUkYHd2e9P2HLyZfbLarsbDdPhQUhZnWjRYuJZQRC8,Temporal Emerald,astralane-quic-fra,12,56,0.2143
DTSUkYHd2e9P2HLyZfbLarsbDdPhQUhZnWjRYuJZQRC8,Temporal Emerald,nozomi-fra,8,56,0.1429
DTSUkYHd2e9P2HLyZfbLarsbDdPhQUhZnWjRYuJZQRC8,Temporal Emerald,jito-multi,1,56,0.0179
7PdKhpKz7T39vZHFL1UfcYNDsLvay6hp4KPQq1aUckFf,Alpha Pro | High APY🚀 100% Reliable ⭐ VIP Services,astralane-fra,12,54,0.2222
7PdKhpKz7T39vZHFL1UfcYNDsLvay6hp4KPQq1aUckFf,Alpha Pro | High APY🚀 100% Reliable ⭐ VIP Services,astralane-quic-fra,9,54,0.1667
7PdKhpKz7T39vZHFL1UfcYNDsLvay6hp4KPQq1aUckFf,Alpha Pro | High APY🚀 100% Reliable ⭐ VIP Services,0slot-de1,6,54,0.1111
7PdKhpKz7T39vZHFL1UfcYNDsLvay6hp4KPQq1aUckFf,Alpha Pro | High APY🚀 100% Reliable ⭐ VIP Services,blockrazor,4,54,0.0741
7PdKhpKz7T39vZHFL1UfcYNDsLvay6hp4KPQq1aUckFf,Alpha Pro | High APY🚀 100% Reliable ⭐ VIP Services,helius-dual,2,54,0.037
7PdKhpKz7T39vZHFL1UfcYNDsLvay6hp4KPQq1aUckFf,Alpha Pro | High APY🚀 100% Reliable ⭐ VIP Services,helius-fra,2,54,0.037
7PdKhpKz7T39vZHFL1UfcYNDsLvay6hp4KPQq1aUckFf,Alpha Pro | High APY🚀 100% Reliable ⭐ VIP Services,nozomi-fra,2,54,0.037
7PdKhpKz7T39vZHFL1UfcYNDsLvay6hp4KPQq1aUckFf,Alpha Pro | High APY🚀 100% Reliable ⭐ VIP Services,triton-fra,2,54,0.037
CfgRXmp1LEYr97EaT2RyoL2cSvtWgJh52Bes89RxVSoW,Blockman,0slot-de1,26,52,0.5
