trigger_id,slot,tick,leader_identity,leader_name,sv_continent,sv_country,n_senderror,n_unknownpending
20260610-164405#108952442380,425595478,12,soLStaCk5TiGCpeLKa9Fvv6f5JQGMa6S3uhLh826e9N,SolStack by Corvus Labs,North America,United States,3,14
20260610-164405#108952442627,425595479,3,soLStaCk5TiGCpeLKa9Fvv6f5JQGMa6S3uhLh826e9N,SolStack by Corvus Labs,North America,United States,2,15
20260610-164405#108952443706,425595483,58,ANC1u9sY36q3mi2MyVhtz71un8yLgTsFBUuyLcSPzKsk,Anchorage Digital,Asia,Hong Kong S.A.R.,0,17
20260610-164405#108952452927,425595519,63,9UM8wQ8F5oMiRcP5YdqD6Lr4krpBWCD8LtgQYoisJd9i,,Europe,United Kingdom,1,16
20260610-164405#108952463388,425595560,28,GSTampk6BJRKSDkzhaMM49R7qRx98MTPYYWvKbp83XKc,,Europe,Netherlands,1,16
20260610-164405#108952468998,425595582,6,22rU5yUmdVThrkoPieVNphqEyAtMQKmZxjwcD8v4bJDU,,Europe,Netherlands,3,14
20260610-164405#108952488000,425595656,64,q9XWcZ7T1wP4bW9SB4XgNNwjnFEJ982nE8aVbbNuwot,Ledger by Figment,Europe,Germany,0,17
20260610-164405#108952488214,425595657,22,q9XWcZ7T1wP4bW9SB4XgNNwjnFEJ982nE8aVbbNuwot,Ledger by Figment,Europe,Germany,3,14
20260610-164405#108952497199,425595692,47,FBbqKvwLfKGZrKrfSbPJz4ymQ7zMarhRyZtu1RBkSe89,,North America,United States,1,16
20260610-164405#108952501260,425595708,12,mrgn28BhocwdAUEenen3Sw2MR9cPKDpLkDvzDdR7DBD,Project 0 Horizon,Europe,Netherlands,3,14
20260610-164405#108952501514,425595709,10,mrgn28BhocwdAUEenen3Sw2MR9cPKDpLkDvzDdR7DBD,Project 0 Horizon,Europe,Netherlands,1,16
20260610-164405#108952501762,425595710,2,mrgn28BhocwdAUEenen3Sw2MR9cPKDpLkDvzDdR7DBD,Project 0 Horizon,Europe,Netherlands,3,14
20260610-164405#108952504639,425595721,63,76rcGHdPvgs8G1XrzCXUTWtwgT59AFDvpB4VbTS2TBBJ,,Europe,Netherlands,0,17
20260610-164405#108952510769,425595745,49,Aw5wEMXhbygFLR7jHtHpih8QvxVBGAMTqsQ2SjWPk1ex,,Europe,Netherlands,2,15
20260610-164405#108952515339,425595763,11,7EzbSahSfSjeRexHcNDLDpzHBAGBLjLKtjbmuoQnEtjE,Gate Earn,North America,United States,0,17
20260610-164405#108952516366,425595767,14,Fd7btgySsrjuo25CJCj7oE7VPMyezDhnx7pZkj2v69Nk,Figment,North America,Canada,1,16
20260610-164405#108952519427,425595779,3,DiveRaPKviyDnQyiiMFdV4rujsCBJzMNvPjKfvGNLGvL,Onchain Divers,Europe,Netherlands,3,14
20260610-164405#108952519715,425595780,35,E1r4Psq84tHfQ6aPTvvDka4U3u8zPVD7gEUrH25RdxHL,Bitwise Onchain Solutions,Europe,Germany,2,15
20260610-164405#108952523572,425595795,52,6k5hZkHGa4x3xEU7Wz2LxWwueqZtVvX3fpymGugB14yB,,Europe,Germany,2,15
20260610-164405#108952523837,425595796,61,HTeRsa3gm3CGrizMoCrtWj4uBZ1NKYcGqh8jfBu2u3Jo,,Europe,United Kingdom,1,16
20260610-164405#108952526131,425595805,51,9eGrDohdNTAo61DRHyfMuqKWXqYnA3i254Wiszxe8FoY,Galaxy,North America,United States,2,15
20260610-164405#108952526362,425595806,26,9eGrDohdNTAo61DRHyfMuqKWXqYnA3i254Wiszxe8FoY,Galaxy,North America,United States,3,14
20260610-164405#108952533771,425595835,11,t23p8aBQN6P6tziMuN5XPmzqVRrip9oes7KuQwSmate,Solmate - RockawayX powered,Asia,United Arab Emirates,2,15
20260610-164405#108952536614,425595846,38,6yFGGAgYpBxgYPuHW4rv7hJmhKrUiXKyHkpVGaYtKrwE,Watchtower,North America,United States,0,17
20260610-164405#108952547894,425595890,54,GmCxjmjKZoaKN1DKunbYq8RCYib94Nm3sHyncFfofaF5,Rocket,Europe,Lithuania,2,15
20260610-164405#108952558082,425595930,2,DNVZMSqeRH18Xa4MCTrb1MndNf3Npg4MEwqswo23eWkf,Firedancer Development,Europe,Germany,2,15
20260610-164405#108952572424,425595986,8,5VrW7YNBccVnhnZVmooCePdLFcs2UjfxRT3hoY9mN8Ec,Appleyello,Europe,France,3,14
20260610-164405#108952572687,425595987,15,5VrW7YNBccVnhnZVmooCePdLFcs2UjfxRT3hoY9mN8Ec,Appleyello,Europe,France,0,17
20260610-164405#108952576050,425596000,50,3psxMyr7rQzywVp1MXKd1XFmFz33NjydzCoJx9t2sMQW,OtterSec,North America,United States,0,17
20260610-164405#108952579861,425596015,21,E1r4Psq84tHfQ6aPTvvDka4U3u8zPVD7gEUrH25RdxHL,Bitwise Onchain Solutions,Europe,Germany,0,17
20260610-164405#108952596487,425596080,7,FBKFWadXZJahGtFitAsBvbqh5968gLY7dMBBJUoUjeNi,,Europe,Ireland,3,14
20260610-164405#108952601373,425596099,29,DRpbCBMxVnDK7maPM5tGv6MvB3v1sRMC86PZ8okm21hy,binance staking,North America,United States,2,15
20260610-164405#108952631317,425596216,21,G2TBEh2ahNGS9tGnuBNyDduNjyfUtGhMcssgRb8b6KfH,AG 0% fee + ALL MEV profit share,Europe,Germany,0,17
20260610-164405#108952631810,425596218,2,G2TBEh2ahNGS9tGnuBNyDduNjyfUtGhMcssgRb8b6KfH,AG 0% fee + ALL MEV profit share,Europe,Germany,2,15
20260610-164405#108952632629,425596221,53,BSVckjdW2f8kcXPGcrPPtV9kUDBZ8w8PjrrGVnxgEdwq,,Europe,Lithuania,2,15
20260610-164405#108952635157,425596231,21,8yjHdsCgx3bp2zEwGiWSMgwpFaCSzfYAHT1vk7KJBqhN,JStaking: 0% fee · top returns,Europe,Germany,0,17
20260610-164405#108952640569,425596252,57,5RvfTSowms7BTYaBj8SxVjj7ELAAKdQadKsuNpmBAwCs,,Europe,Germany,2,15
20260610-164405#108952641320,425596255,40,5RvfTSowms7BTYaBj8SxVjj7ELAAKdQadKsuNpmBAwCs,,Europe,Germany,3,14
20260610-164405#108952641595,425596256,59,84gC25fbFKYueR9WEfreUysk1n3ZFxLFDDjbyqeqGpoW,,Europe,Germany,2,15
20260610-164405#108952642817,425596261,1,BtsmiEEvnSuUnKxqXj2PZRYpPJAc7C34mGz8gtJ1DAaH,,Europe,Germany,1,16
20260610-164405#108952648244,425596282,52,MARiKM3t7pDCyXtvLq24ErWDAvYu84yXqCthkR1GS33,🧑‍🍳USDG rewards (6.36% APY),Europe,Lithuania,2,15
20260610-164405#108952649009,425596285,49,5EhGYUyQNrxgUbuYF4vbL2SZDT6RMfhq3yjeyevvULeC,,Asia,Japan,3,14
20260610-164405#108952649751,425596288,23,6XKqyUVUcpe3CNucjF6gk5zonJDqNGvob6kaTy4Ps1U,Solana Mobile Validator,North America,United States,0,17
20260610-164405#108952657717,425596319,53,ChorusmmK7i1AxXeiTtQgQZhQNiXYU84ULeaYF1EH15n,Bitwise Onchain Solutions 02,Europe,Netherlands,0,17
20260610-164405#108952658185,425596321,9,VQwCCSfW3o5NDx7n5FBr9SoYiLXVgetstHvaWBvv2YH,,North America,United States,0,17
20260610-164405#108952678664,425596401,8,22rU5yUmdVThrkoPieVNphqEyAtMQKmZxjwcD8v4bJDU,,Europe,Netherlands,2,15
20260610-164405#108952678923,425596402,11,22rU5yUmdVThrkoPieVNphqEyAtMQKmZxjwcD8v4bJDU,,Europe,Netherlands,3,14
20260610-164405#108952679208,425596403,40,22rU5yUmdVThrkoPieVNphqEyAtMQKmZxjwcD8v4bJDU,,Europe,Netherlands,0,17
20260610-164405#108952681019,425596410,59,5RvfTSowms7BTYaBj8SxVjj7ELAAKdQadKsuNpmBAwCs,,Europe,Germany,3,14
20260610-164405#108952683794,425596421,18,EKgSCR3ahdypkxXcBY43ZNxdmyZqPkKNPey3rwKjqbz7,,North America,United States,2,15
20260610-164405#108952690481,425596447,49,EkvdKhULbMFqjKBKotAzGi3kwMvMpYNDKJXXQQmi6C1f,,Europe,Netherlands,1,16
20260610-164405#108952691989,425596453,21,CVvaeDPR2o7P1eawG5c9TPFLzSXAewwPovPmREaEL4Cm,Lion3d | 0% Forever + Block Rewards Sharing,Europe,United Kingdom,0,17
20260610-164405#108952723480,425596576,24,JupmVLmA8RoyTUbTMMuTtoPWHEiNQobxgTeGTrPNkzT,Jupiter,Europe,Germany,2,15
20260610-164405#108952723722,425596577,10,JupmVLmA8RoyTUbTMMuTtoPWHEiNQobxgTeGTrPNkzT,Jupiter,Europe,Germany,1,16
20260610-164405#108952723987,425596578,19,JupmVLmA8RoyTUbTMMuTtoPWHEiNQobxgTeGTrPNkzT,Jupiter,Europe,Germany,2,15
20260610-164405#108952730625,425596604,1,6WgdYhhGE53WrZ7ywJA15hBVkw7CRbQ8yDBBTwmBtAHN,Luganodes,Europe,Germany,3,14
20260610-164405#108952730921,425596605,41,6WgdYhhGE53WrZ7ywJA15hBVkw7CRbQ8yDBBTwmBtAHN,Luganodes,Europe,Germany,0,17
20260610-164405#108952744739,425596659,35,ana2y2YvQ3ZPMwm6qhnN3nJoUSiT3qx5Pvetkq9xcfY,Anagram Staking,Europe,France,3,14
20260610-164405#108952750622,425596682,30,Fd7btgySsrjuo25CJCj7oE7VPMyezDhnx7pZkj2v69Nk,Figment,North America,Canada,1,16
20260610-164405#108952750874,425596683,26,Fd7btgySsrjuo25CJCj7oE7VPMyezDhnx7pZkj2v69Nk,Figment,North America,Canada,1,16
20260610-164405#108952751116,425596684,12,q9XWcZ7T1wP4bW9SB4XgNNwjnFEJ982nE8aVbbNuwot,Ledger by Figment,Europe,Germany,3,14
20260610-164405#108952752956,425596691,60,Ninja1spj6n9t5hVYgF3PdnYz2PLnkt7rvaw3firmjs,Shinobi Systems 🚀 stakeview.app,North America,United States,2,15
20260610-164405#108952754435,425596697,3,BUv44cVtsdvU9z2BfFGk6s5JZZWrmVnq5qCaii5ARyyB,,Europe,Netherlands,2,15
20260610-164405#108952758813,425596714,29,GBQ2GvTzmjXMu97dr7WUnLKYTNim1aoZsYS53KYXAAAA,Bitwise Onchain Solutions | Jito BAM,Europe,Netherlands,2,15
20260610-164405#108952759051,425596715,11,GBQ2GvTzmjXMu97dr7WUnLKYTNim1aoZsYS53KYXAAAA,Bitwise Onchain Solutions | Jito BAM,Europe,Netherlands,3,14
20260610-164405#108952763917,425596734,13,BkoS26vBuaXnSowACdChi4WKid8UwmuPNhEJWa8KsLHd,,Europe,Germany,2,15
20260610-164405#108952764683,425596737,11,q9XWcZ7T1wP4bW9SB4XgNNwjnFEJ982nE8aVbbNuwot,Ledger by Figment,Europe,Germany,3,14
20260610-164405#108952767758,425596749,14,EvnRmnMrd69kFdbLMxWkTn1icZ7DCceRhvmb2SJXqDo4,Everstake,Europe,Germany,0,17
20260610-164405#108952768034,425596750,34,EvnRmnMrd69kFdbLMxWkTn1icZ7DCceRhvmb2SJXqDo4,Everstake,Europe,Germany,0,17
20260610-164405#108952778516,425596791,20,GBQ2GvTzmjXMu97dr7WUnLKYTNim1aoZsYS53KYXAAAA,Bitwise Onchain Solutions | Jito BAM,Europe,Netherlands,3,14
20260610-164405#108952784445,425596814,61,Fd7btgySsrjuo25CJCj7oE7VPMyezDhnx7pZkj2v69Nk,Figment,North America,Canada,2,15
20260610-164405#108952793347,425596849,3,9jxgosAfHgHzwnxsHw4RAZYaLVokMbnYtmiZBreynGFP,,Europe,Netherlands,2,15
20260610-164405#108952793664,425596850,64,9jxgosAfHgHzwnxsHw4RAZYaLVokMbnYtmiZBreynGFP,,Europe,Netherlands,1,16
20260610-164405#108952795677,425596858,29,BtsmiEEvnSuUnKxqXj2PZRYpPJAc7C34mGz8gtJ1DAaH,,Europe,Germany,1,16
20260610-164405#108952795947,425596859,43,BtsmiEEvnSuUnKxqXj2PZRYpPJAc7C34mGz8gtJ1DAaH,,Europe,Germany,2,15
20260610-164405#108952814877,425596933,29,FCWkGAHDWK41ANjiaoPudkCZRkvTecaEkoZQugezUnpr,maxfillipov,Europe,France,3,14
20260610-164405#108952815873,425596937,1,GREEDkgav1ox1jYyd9Anv6exLqKV2vYnxMw5prGwmNKc,GREED Academy - funding education,Asia,Singapore,3,14
20260610-164405#108952816160,425596938,32,GREEDkgav1ox1jYyd9Anv6exLqKV2vYnxMw5prGwmNKc,GREED Academy - funding education,Asia,Singapore,2,15
20260610-164405#108952816956,425596941,60,5Cchr1XGEg7dbBXByV5NY2ad8jfxAM7HA3x8D56rq9Ux,Upbit Staking,North America,United States,3,14
20260610-164405#108952841503,425597037,31,EvnRmnMrd69kFdbLMxWkTn1icZ7DCceRhvmb2SJXqDo4,Everstake,Europe,Germany,3,14
20260610-164405#108952842764,425597042,12,BUokhb8pPF9MZuzW3rHLr6jzakgcz3NDq2PZkpiVv3jb,DeFi Dev Corp (NASDAQ: DFDV),Europe,Germany,3,14
20260610-164405#108952845886,425597054,62,9eGrDohdNTAo61DRHyfMuqKWXqYnA3i254Wiszxe8FoY,Galaxy,North America,United States,3,14
20260610-164405#108952849957,425597070,37,H8fHToVcZPi5bupGZohGPX2SWs8NHzgFKQ31wi5n6oux,,Europe,Netherlands,1,16
20260610-164405#108952852772,425597081,36,Fd7btgySsrjuo25CJCj7oE7VPMyezDhnx7pZkj2v69Nk,Figment,North America,Canada,3,14
20260610-164405#108952862002,425597117,50,privaEdSEmnMPGPoQACUkcDGkFBbTArVvsEGd7C5wUM,,Europe,Germany,2,15
20260610-164405#108952865072,425597129,48,Hz5aLvpKScNWoe9YZWxBLrQA3qzHJivBGtfciMekk8m5,,Europe,United Kingdom,1,16
20260610-164405#108952865825,425597132,33,Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,Staking Facilities | MEV 🔥,Europe,Germany,0,17
20260610-164405#108952866049,425597133,1,Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,Staking Facilities | MEV 🔥,Europe,Germany,0,17
20260610-164405#108952876302,425597173,14,J6etcxDdYjPHrtyvDXrbCkx3q9W1UjMj1vy1jBFPJEbK,,North America,United States,2,15
20260610-164405#108952876856,425597175,56,J6etcxDdYjPHrtyvDXrbCkx3q9W1UjMj1vy1jBFPJEbK,,North America,United States,1,16
20260610-164405#108952882192,425597196,16,5essVpBYvocZkQnkrWsMDfRPwtp4BeihJRaweKLR4dRn,Certora Validator,North America,United States,1,16
20260610-164405#108952887561,425597217,9,JupmVLmA8RoyTUbTMMuTtoPWHEiNQobxgTeGTrPNkzT,Jupiter,Europe,Germany,3,14
20260610-164405#108952887825,425597218,17,JupmVLmA8RoyTUbTMMuTtoPWHEiNQobxgTeGTrPNkzT,Jupiter,Europe,Germany,1,16
20260610-164405#108952896284,425597251,28,JupmVLmA8RoyTUbTMMuTtoPWHEiNQobxgTeGTrPNkzT,Jupiter,Europe,Germany,3,14
20260610-164405#108952930084,425597383,36,32ke3uf1qL3xLqbwzU76T2sbG2XaJrGuSCNdUnien3zm,FalconX,North America,Canada,0,17
20260610-164405#108952934428,425597400,28,DrifTrN923QaouP89UxkQzFGbumKPCnfkNYQRwmZxatz,Drift,Europe,Netherlands,2,15
20260610-164405#108952940307,425597423,19,3DaifGfDESUzer5ggUeo6UDjqEKMkCpdNSrrvyuggHVe,Speedlanding Validator,Asia,Japan,2,15
20260610-164405#108952940551,425597424,7,Aw5wEMXhbygFLR7jHtHpih8QvxVBGAMTqsQ2SjWPk1ex,,Europe,Netherlands,3,14
20260610-164405#108952945974,425597445,54,5ejbTALcBsKQ7Cj1iSuu2mY5jqbYHqh9gF5ERXLiYj1z,,Europe,Lithuania,3,14
20260610-164405#108952946434,425597447,2,5ejbTALcBsKQ7Cj1iSuu2mY5jqbYHqh9gF5ERXLiYj1z,,Europe,Lithuania,3,14
20260610-164405#108952954133,425597477,21,23SUe5fzmLws1M58AnGnvnUBRUKJmzCpnFQwv4M4b9Er,Stakin by The Tie,Europe,Germany,3,14
20260610-164405#108952954371,425597478,3,23SUe5fzmLws1M58AnGnvnUBRUKJmzCpnFQwv4M4b9Er,Stakin by The Tie,Europe,Germany,3,14
20260610-164405#108952954663,425597479,39,23SUe5fzmLws1M58AnGnvnUBRUKJmzCpnFQwv4M4b9Er,Stakin by The Tie,Europe,Germany,1,16
20260610-164405#108952956942,425597488,14,DRpbCBMxVnDK7maPM5tGv6MvB3v1sRMC86PZ8okm21hy,binance staking,North America,United States,2,15
20260610-164405#108952961074,425597504,50,FzQqaDStQQHs52YKeCnDovwSqvyZBCgs2kJcmvoFZwaS,,Asia,Singapore,2,15
20260610-164405#108952961557,425597506,21,FzQqaDStQQHs52YKeCnDovwSqvyZBCgs2kJcmvoFZwaS,,Asia,Singapore,1,16
20260610-164405#108952965639,425597522,7,shftkxnsXmqAkmLgz9Mn7bNB5Fr6mKgFc58kFHfVikj,blueshift,Europe,Germany,2,15
20260610-164405#108952965931,425597523,43,shftkxnsXmqAkmLgz9Mn7bNB5Fr6mKgFc58kFHfVikj,blueshift,Europe,Germany,2,15
20260610-164405#108952966711,425597526,55,HbidP4hpQdwhkzrxder3x3VNPt6DQnE25gFG46napD2p,,Europe,Netherlands,3,14
20260610-164405#108952967185,425597528,17,9jxgosAfHgHzwnxsHw4RAZYaLVokMbnYtmiZBreynGFP,,Europe,Netherlands,0,17
20260610-164405#108952967443,425597529,19,9jxgosAfHgHzwnxsHw4RAZYaLVokMbnYtmiZBreynGFP,,Europe,Netherlands,2,15
20260610-164405#108952967688,425597530,8,9jxgosAfHgHzwnxsHw4RAZYaLVokMbnYtmiZBreynGFP,,Europe,Netherlands,3,14
20260610-164405#108952970290,425597540,50,EkvdKhULbMFqjKBKotAzGi3kwMvMpYNDKJXXQQmi6C1f,,Europe,Netherlands,1,16
20260610-164405#108952970811,425597542,59,EkvdKhULbMFqjKBKotAzGi3kwMvMpYNDKJXXQQmi6C1f,,Europe,Netherlands,3,14
20260610-164405#108952971038,425597543,30,EkvdKhULbMFqjKBKotAzGi3kwMvMpYNDKJXXQQmi6C1f,,Europe,Netherlands,2,15
20260610-164405#108952971266,425597544,2,5Cchr1XGEg7dbBXByV5NY2ad8jfxAM7HA3x8D56rq9Ux,Upbit Staking,North America,United States,1,16
20260610-164405#108952971564,425597545,44,5Cchr1XGEg7dbBXByV5NY2ad8jfxAM7HA3x8D56rq9Ux,Upbit Staking,North America,United States,2,15
20260610-164405#108952971794,425597546,18,5Cchr1XGEg7dbBXByV5NY2ad8jfxAM7HA3x8D56rq9Ux,Upbit Staking,North America,United States,3,14
20260610-164405#108952972299,425597548,11,BSVckjdW2f8kcXPGcrPPtV9kUDBZ8w8PjrrGVnxgEdwq,,Europe,Lithuania,3,14
20260610-164405#108952972575,425597549,31,BSVckjdW2f8kcXPGcrPPtV9kUDBZ8w8PjrrGVnxgEdwq,,Europe,Lithuania,2,15
20260610-164405#108952972849,425597550,49,BSVckjdW2f8kcXPGcrPPtV9kUDBZ8w8PjrrGVnxgEdwq,,Europe,Lithuania,3,14
20260610-164405#108952973886,425597554,62,CG4tRANBKrzUmpv93V5sgftjQznBdiJsc2yPCzZWWuS9,Bybit Staking,Europe,Netherlands,1,16
20260610-164405#108952974905,425597558,57,AMukCLCr52XxsEjXoDxKKxjNg4FpnsReXNaQx8aR6DJF,,Europe,Netherlands,1,16
20260610-164405#108952975152,425597559,48,AMukCLCr52XxsEjXoDxKKxjNg4FpnsReXNaQx8aR6DJF,,Europe,Netherlands,3,14
20260610-164405#108952979006,425597574,62,Fd7btgySsrjuo25CJCj7oE7VPMyezDhnx7pZkj2v69Nk,Figment,North America,Canada,0,17
20260610-164405#108952980267,425597579,43,mineL1YNwcRnxN93B2sX6q22R11WfRqxnY4NBV8KfFY,Exo Tech,North America,United States,2,15
20260610-164405#108952981250,425597583,2,9jxgosAfHgHzwnxsHw4RAZYaLVokMbnYtmiZBreynGFP,,Europe,Netherlands,2,15
20260610-164405#108952982563,425597588,35,AEHqTB2RtJjegsR2ePjvoJSm6AA5pnYKWVbcsn6kqTBD,,Europe,Netherlands,0,17
20260610-164405#108952983054,425597590,14,AEHqTB2RtJjegsR2ePjvoJSm6AA5pnYKWVbcsn6kqTBD,,Europe,Netherlands,2,15
20260610-164405#108952983819,425597593,11,9iFPQbP1jGkj67sXg6YLLGRUBVEDMcapdS6jmCZSnz8R,,Europe,Germany,2,15
20260610-164405#108952984076,425597594,12,9iFPQbP1jGkj67sXg6YLLGRUBVEDMcapdS6jmCZSnz8R,,Europe,Germany,3,14
20260610-164405#108952984582,425597596,6,GoeW4aFK4dGoekJySgUynWDxBZiQJqm8GDAF4H53tDK9,Twinstake,North America,,3,14
20260610-164405#108952985398,425597599,54,GoeW4aFK4dGoekJySgUynWDxBZiQJqm8GDAF4H53tDK9,Twinstake,North America,,0,17
20260610-164405#108952987437,425597607,45,22rU5yUmdVThrkoPieVNphqEyAtMQKmZxjwcD8v4bJDU,,Europe,Netherlands,0,17
20260610-164405#108952987651,425597608,3,A1vqhA2fS6K7CvHsJKX1ACcHJFEmyRg4KuR5pctHANy4,,Europe,Netherlands,3,14
20260610-164405#108952987925,425597609,21,A1vqhA2fS6K7CvHsJKX1ACcHJFEmyRg4KuR5pctHANy4,,Europe,Netherlands,2,15
20260610-164405#108952989700,425597616,4,6XKqyUVUcpe3CNucjF6gk5zonJDqNGvob6kaTy4Ps1U,Solana Mobile Validator,North America,United States,3,14
20260610-164405#108952990013,425597617,61,6XKqyUVUcpe3CNucjF6gk5zonJDqNGvob6kaTy4Ps1U,Solana Mobile Validator,North America,United States,2,15
20260610-164405#108952990729,425597620,9,7QQGNm3ptwinipDCyaCF7jY5katgmFUu1ieP2f7nwLpE,,Europe,Lithuania,2,15
20260610-164405#108952991008,425597621,32,7QQGNm3ptwinipDCyaCF7jY5katgmFUu1ieP2f7nwLpE,,Europe,Lithuania,1,16
20260610-164405#108952991250,425597622,18,7QQGNm3ptwinipDCyaCF7jY5katgmFUu1ieP2f7nwLpE,,Europe,Lithuania,3,14
20260610-164405#108952991517,425597623,29,7QQGNm3ptwinipDCyaCF7jY5katgmFUu1ieP2f7nwLpE,,Europe,Lithuania,2,15
20260610-164405#108952992034,425597625,34,Aw5wEMXhbygFLR7jHtHpih8QvxVBGAMTqsQ2SjWPk1ex,,Europe,Netherlands,2,15
20260610-164405#108952992825,425597628,57,5Cchr1XGEg7dbBXByV5NY2ad8jfxAM7HA3x8D56rq9Ux,Upbit Staking,North America,United States,1,16
20260610-164405#108952993047,425597629,23,5Cchr1XGEg7dbBXByV5NY2ad8jfxAM7HA3x8D56rq9Ux,Upbit Staking,North America,United States,0,17
20260610-164405#108952993584,425597631,48,5Cchr1XGEg7dbBXByV5NY2ad8jfxAM7HA3x8D56rq9Ux,Upbit Staking,North America,United States,2,15
20260610-164405#108952993797,425597632,5,22rU5yUmdVThrkoPieVNphqEyAtMQKmZxjwcD8v4bJDU,,Europe,Netherlands,3,14
20260610-164405#108952994059,425597633,11,22rU5yUmdVThrkoPieVNphqEyAtMQKmZxjwcD8v4bJDU,,Europe,Netherlands,0,17
20260610-164405#108952994337,425597634,33,22rU5yUmdVThrkoPieVNphqEyAtMQKmZxjwcD8v4bJDU,,Europe,Netherlands,3,14
20260610-164405#108952994589,425597635,29,22rU5yUmdVThrkoPieVNphqEyAtMQKmZxjwcD8v4bJDU,,Europe,Netherlands,2,15
20260610-164405#108952994872,425597636,56,JD549HsbJHeEKKUrKgg4Fj2iyv2RGjsV7NTZjZUrHybB,Forward Industries,North America,United States,0,17
20260610-164405#108952995103,425597637,31,JD549HsbJHeEKKUrKgg4Fj2iyv2RGjsV7NTZjZUrHybB,Forward Industries,North America,United States,3,14
20260610-164405#108952999941,425597656,5,Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,Staking Facilities | MEV 🔥,Europe,Germany,0,17
20260610-164405#108953000506,425597658,58,Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,Staking Facilities | MEV 🔥,Europe,Germany,2,15
20260610-164405#108953000746,425597659,42,Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,Staking Facilities | MEV 🔥,Europe,Germany,2,15
20260610-164405#108953001238,425597661,22,shftkxnsXmqAkmLgz9Mn7bNB5Fr6mKgFc58kFHfVikj,blueshift,Europe,Germany,1,16
20260610-164405#108953001494,425597662,22,shftkxnsXmqAkmLgz9Mn7bNB5Fr6mKgFc58kFHfVikj,blueshift,Europe,Germany,2,15
20260610-164405#108953002802,425597667,50,HpcB5Qg8Y9E73dUkot5e8HkgAJbExsYeUzniY4bCuKac,,Europe,Lithuania,1,16
20260610-164405#108953003055,425597668,47,DWvDTSh3qfn88UoQTEKRV2JnLt5jtJAVoiCo3ivtMwXP,P2P.org,Europe,Netherlands,3,14
20260610-164405#108953004068,425597672,36,9jxgosAfHgHzwnxsHw4RAZYaLVokMbnYtmiZBreynGFP,,Europe,Netherlands,2,15
20260610-164405#108953004813,425597675,13,9jxgosAfHgHzwnxsHw4RAZYaLVokMbnYtmiZBreynGFP,,Europe,Netherlands,3,14
20260610-164405#108953005862,425597679,38,AMukCLCr52XxsEjXoDxKKxjNg4FpnsReXNaQx8aR6DJF,,Europe,Netherlands,3,14
20260610-164405#108953006344,425597681,8,FBKFWadXZJahGtFitAsBvbqh5968gLY7dMBBJUoUjeNi,,Europe,Ireland,3,14
20260610-164405#108953009720,425597694,56,3RXKQBRv7xKTQeNdLSPhCiD4QcUfxEQ12rtgUkMf5LnS,Chainode Tech & MEV(0% Fee),Europe,Lithuania,3,14
20260610-164405#108953010479,425597697,47,DUND26mEDfFeaPsVof3YvbXDRvpuQX7HMUJrLgEWzYw4,,Asia,Japan,3,14
20260610-164405#108953010723,425597698,35,DUND26mEDfFeaPsVof3YvbXDRvpuQX7HMUJrLgEWzYw4,,Asia,Japan,2,15
20260610-164405#108953010997,425597699,53,DUND26mEDfFeaPsVof3YvbXDRvpuQX7HMUJrLgEWzYw4,,Asia,Japan,1,16
20260610-164405#108953011223,425597700,23,22rU5yUmdVThrkoPieVNphqEyAtMQKmZxjwcD8v4bJDU,,Europe,Netherlands,2,15
20260610-164405#108953011470,425597701,14,22rU5yUmdVThrkoPieVNphqEyAtMQKmZxjwcD8v4bJDU,,Europe,Netherlands,0,17
20260610-164405#108953012491,425597705,11,Aw5wEMXhbygFLR7jHtHpih8QvxVBGAMTqsQ2SjWPk1ex,,Europe,Netherlands,3,14
20260610-164405#108953013262,425597708,14,PRGNnb8DxVcP2WjSHfVRGgc8SkA5u6dbMwoTVV1BGKN,Paragon,Asia,Hong Kong S.A.R.,1,16
20260610-164405#108953013805,425597710,45,PRGNnb8DxVcP2WjSHfVRGgc8SkA5u6dbMwoTVV1BGKN,Paragon,Asia,Hong Kong S.A.R.,2,15
20260610-164405#108953014562,425597713,34,CAo1dCGYrB6NhHh5xb1cGjUiu86iyCfMTENxgHumSve4,Kraken 2,North America,United States,3,14
20260610-164405#108953014834,425597714,50,CAo1dCGYrB6NhHh5xb1cGjUiu86iyCfMTENxgHumSve4,Kraken 2,North America,United States,2,15
20260610-164405#108953016364,425597720,44,GQzMeEMwAR44ugoNCifTb5NdRKos1GduDUPeNh6AgV46,,Asia,Japan,1,16
20260610-164405#108953016886,425597722,54,GQzMeEMwAR44ugoNCifTb5NdRKos1GduDUPeNh6AgV46,,Asia,Japan,0,17
20260610-164405#108953017117,425597723,29,GQzMeEMwAR44ugoNCifTb5NdRKos1GduDUPeNh6AgV46,,Asia,Japan,3,14
20260610-164405#108953017405,425597724,61,9W3QTgBhkU4Bwg6cwnDJo6eGZ9BtZafSdu1Lo9JmWws7,Coinbase 03,Asia,Japan,1,16
